ILDIALCT,ilab_v1,FITS/CSV file dialect
257.000,8.325000e-08,7.207800e-07
257.200,1.961100e-06,6.090500e-07
257.400,1.959900e-07,5.120100e-07
257.600,1.000000e-10,4.324200e-07
257.800,1.000000e-10,3.742900e-07
258.000,1.000000e-10,3.414200e-07
258.200,2.244500e-07,3.367300e-07
258.400,1.000000e-10,3.607600e-07
258.600,4.868800e-07,4.101200e-07
258.800,1.022000e-06,4.805200e-07
259.000,4.789300e-07,5.659300e-07
259.200,2.356400e-07,6.605300e-07
259.400,1.000000e-10,7.591700e-07
259.600,1.229290e-06,8.559600e-07
259.800,1.080260e-06,9.427700e-07
260.000,1.000000e-10,1.008830e-06
260.200,1.000000e-10,1.041890e-06
260.400,7.447600e-07,1.031220e-06
260.600,1.969790e-06,9.729000e-07
260.800,1.000000e-10,8.711200e-07
261.000,2.963700e-07,7.404500e-07
261.200,1.000000e-10,6.047100e-07
261.400,2.549700e-07,4.908200e-07
261.600,1.000000e-10,4.231800e-07
261.800,1.000000e-10,4.178700e-07
262.000,3.247100e-07,4.789300e-07
262.200,7.642400e-07,5.979700e-07
262.400,1.000000e-10,7.561500e-07
262.600,1.000000e-10,9.292600e-07
262.800,1.000000e-10,1.093830e-06
263.000,1.000000e-10,1.232280e-06
263.200,1.000000e-10,1.335790e-06
263.400,1.000000e-10,1.406750e-06
263.600,1.856350e-06,1.455710e-06
263.800,4.520700e-07,1.498160e-06
264.000,1.613240e-06,1.550240e-06
264.200,1.000000e-10,1.623090e-06
264.400,1.000000e-10,1.718760e-06
264.600,1.000000e-10,1.828570e-06
264.800,1.000000e-10,1.934720e-06
265.000,1.000000e-10,2.014100e-06
265.200,1.000000e-10,2.043740e-06
265.400,1.000000e-10,2.007760e-06
265.600,1.000000e-10,1.903930e-06
265.800,2.383400e-06,1.746440e-06
266.000,5.975500e-07,1.564790e-06
266.200,1.316040e-06,1.397700e-06
266.400,1.000000e-10,1.282800e-06
266.600,7.728900e-07,1.247510e-06
266.800,4.117400e-07,1.301240e-06
267.000,1.000000e-10,1.433300e-06
267.200,2.889560e-06,1.614970e-06
267.400,1.000000e-10,1.810240e-06
267.600,1.526130e-06,1.982980e-06
267.800,1.000000e-10,2.105280e-06
268.000,2.448010e-06,2.162970e-06
268.200,1.000000e-10,2.156740e-06
268.400,2.454210e-06,2.099460e-06
268.600,1.000000e-10,2.011010e-06
268.800,1.230700e-06,1.910930e-06
269.000,1.805670e-06,1.813230e-06
269.200,9.826200e-07,1.721970e-06
269.400,1.000000e-10,1.631090e-06
269.600,1.000000e-10,1.530180e-06
269.800,2.727720e-06,1.407920e-06
270.000,3.826600e-07,1.259620e-06
270.200,4.598300e-07,1.090360e-06
270.400,9.032100e-07,9.158000e-07
270.600,1.000000e-10,7.579400e-07
270.800,1.000000e-10,6.390600e-07
271.000,4.909200e-07,5.764400e-07
271.200,1.577400e-07,5.780800e-07
271.400,8.534200e-07,6.407100e-07
271.600,4.919700e-07,7.498900e-07
271.800,1.384660e-06,8.836200e-07
272.000,1.000000e-10,1.017740e-06
272.200,5.009300e-07,1.133330e-06
272.400,2.836130e-06,1.223270e-06
272.600,1.000000e-10,1.292880e-06
272.800,1.000000e-10,1.357070e-06
273.000,7.259000e-08,1.430590e-06
273.200,1.000000e-10,1.518480e-06
273.400,1.000000e-10,1.608320e-06
273.600,1.000000e-10,1.673300e-06
273.800,3.054410e-06,1.681710e-06
274.000,1.000000e-10,1.610820e-06
274.200,1.000000e-10,1.459100e-06
274.400,5.097400e-07,1.249450e-06
274.600,1.000000e-10,1.022990e-06
274.800,1.000000e-10,8.256600e-07
275.000,2.484900e-07,6.897300e-07
275.200,6.077700e-07,6.251900e-07
275.400,5.608800e-07,6.173800e-07
275.600,1.313590e-06,6.353000e-07
275.800,1.000000e-10,6.473000e-07
276.000,8.093500e-07,6.334800e-07
276.200,1.000000e-10,5.951200e-07
276.400,1.000000e-10,5.544200e-07
276.600,1.000000e-10,5.483000e-07
276.800,1.385300e-07,6.135400e-07
277.000,8.021700e-07,7.730300e-07
277.200,1.000000e-10,1.026000e-06
277.400,3.685900e-07,1.345360e-06
277.600,3.260850e-06,1.683570e-06
277.800,1.000000e-10,1.984740e-06
278.000,1.000000e-10,2.199130e-06
278.200,1.000000e-10,2.295540e-06
278.400,1.985650e-06,2.267820e-06
278.600,1.000000e-10,2.133990e-06
278.800,1.000000e-10,1.927830e-06
279.000,2.110830e-06,1.689830e-06
279.200,3.535000e-08,1.455080e-06
279.400,1.000000e-10,1.247020e-06
279.600,1.000000e-10,1.077160e-06
279.800,1.762940e-06,9.482700e-07
280.000,1.000000e-10,8.593200e-07
280.200,1.000000e-10,8.097800e-07
280.400,6.945000e-08,8.002100e-07
280.600,1.000000e-10,8.306700e-07
280.800,1.000000e-10,8.974500e-07
281.000,1.000000e-10,9.922400e-07
281.200,1.000000e-10,1.100450e-06
281.400,2.054990e-06,1.204160e-06
281.600,9.260000e-08,1.286350e-06
281.800,1.000000e-10,1.334560e-06
282.000,2.111220e-06,1.343570e-06
282.200,1.000000e-10,1.314680e-06
282.400,1.000000e-10,1.253530e-06
282.600,1.000000e-10,1.167100e-06
282.800,3.414300e-07,1.063200e-06
283.000,1.472500e-06,9.499000e-07
283.200,1.037570e-06,8.378000e-07
283.400,8.923100e-07,7.423600e-07
283.600,1.000000e-10,6.855700e-07
283.800,3.906200e-07,6.941100e-07
284.000,6.836500e-07,7.929500e-07
284.200,1.000000e-10,9.957100e-07
284.400,1.000000e-10,1.295570e-06
284.600,9.971800e-07,1.660530e-06
284.800,1.000000e-10,2.036470e-06
285.000,3.900380e-06,2.357570e-06
285.200,1.000000e-10,2.565010e-06
285.400,1.000000e-10,2.623400e-06
285.600,1.000000e-10,2.530360e-06
285.800,1.000000e-10,2.316540e-06
286.000,1.000000e-10,2.035170e-06
286.200,1.000000e-10,1.743850e-06
286.400,6.325500e-07,1.487400e-06
286.600,1.000000e-10,1.287890e-06
286.800,1.529640e-06,1.138760e-06
287.000,1.000000e-10,1.013110e-06
287.200,1.000000e-10,8.753400e-07
287.400,1.000000e-10,7.020600e-07
287.600,1.000000e-10,4.884600e-07
287.800,6.035200e-07,2.440600e-07
288.000,3.672700e-07,-1.527000e-08
288.200,1.000000e-10,-2.834400e-07
288.400,1.000000e-10,-6.063300e-07
288.600,4.813400e-07,-1.062790e-06
288.800,2.461680e-06,-1.788540e-06
289.000,4.704210e-06,-2.868280e-06
289.200,4.392660e-06,-4.225780e-06
289.400,1.202992e-05,-5.436200e-06
289.600,1.661158e-05,-5.481380e-06
289.800,2.216778e-05,-2.383100e-06
290.000,2.346579e-05,7.128770e-06
290.200,4.694779e-05,2.792089e-05
290.400,9.499249e-05,6.649598e-05
290.600,1.534635e-04,1.305891e-04
290.800,2.321759e-04,2.280511e-04
291.000,3.664029e-04,3.649470e-04
291.200,5.041793e-04,5.431388e-04
291.400,7.662232e-04,7.579067e-04
291.600,1.016271e-03,9.966325e-04
291.800,1.351270e-03,1.239700e-03
292.000,1.703314e-03,1.463813e-03
292.200,1.999221e-03,1.647291e-03
292.400,2.089376e-03,1.776079e-03
292.600,2.068775e-03,1.848316e-03
292.800,1.912143e-03,1.875297e-03
293.000,1.730978e-03,1.877760e-03
293.200,1.552498e-03,1.878294e-03
293.400,1.488597e-03,1.892420e-03
293.600,1.614872e-03,1.921863e-03
293.800,1.908630e-03,1.952879e-03
294.000,2.343370e-03,1.960777e-03
294.200,2.592238e-03,1.919206e-03
294.400,2.193679e-03,1.810609e-03
294.600,1.510099e-03,1.633715e-03
294.800,1.008621e-03,1.405458e-03
295.000,7.410439e-04,1.156524e-03
295.200,5.904139e-04,9.225231e-04
295.400,5.039120e-04,7.340095e-04
295.600,4.749226e-04,6.087401e-04
295.800,4.635583e-04,5.483030e-04
296.000,4.988165e-04,5.396778e-04
296.200,5.744145e-04,5.604562e-04
296.400,7.753295e-04,5.857873e-04
296.600,8.913195e-04,5.948114e-04
296.800,7.389193e-04,5.750709e-04
297.000,4.711005e-04,5.240507e-04
297.200,3.188454e-04,4.479452e-04
297.400,1.974735e-04,3.584735e-04
297.600,1.354905e-04,2.688105e-04
297.800,1.125928e-04,1.898014e-04
298.000,9.863476e-05,1.277512e-04
298.200,7.750520e-05,8.406951e-05
298.400,6.691241e-05,5.634579e-05
298.600,5.190623e-05,4.017197e-05
298.800,4.119358e-05,3.096182e-05
299.000,1.880924e-05,2.517741e-05
299.200,2.285417e-05,2.073023e-05
299.400,1.280057e-05,1.677055e-05
299.600,1.714161e-05,1.317810e-05
299.800,1.103683e-05,1.013877e-05
300.000,7.812580e-06,7.836250e-06
300.200,3.870760e-06,6.283970e-06
300.400,1.000000e-10,5.356120e-06
300.600,1.000000e-10,4.902700e-06
300.800,1.000000e-10,4.773970e-06
301.000,1.000000e-10,4.842960e-06
301.200,7.088810e-06,5.023460e-06
301.400,1.000000e-10,5.194500e-06
301.600,4.053930e-06,5.141150e-06
301.800,9.578040e-06,4.759200e-06
302.000,6.738500e-06,4.060360e-06
302.200,4.359540e-06,3.326340e-06
302.400,1.017994e-05,3.308590e-06
302.600,1.062134e-05,5.324320e-06
302.800,1.539734e-05,1.105120e-05
303.000,1.594874e-05,2.201800e-05
303.200,2.278959e-05,3.885640e-05
303.400,2.386693e-05,6.061685e-05
303.600,4.311030e-05,8.449992e-05
303.800,8.079702e-05,1.062623e-04
304.000,2.378031e-04,1.212843e-04
304.200,3.434007e-04,1.259697e-04
304.400,9.050124e-05,1.189459e-04
304.600,1.481626e-05,1.015760e-04
304.800,1.123825e-05,7.754095e-05
305.000,8.562540e-06,5.167197e-05
305.200,1.893250e-06,2.849784e-05
305.400,1.000000e-10,1.107444e-05
305.600,1.000000e-10,4.620800e-07
305.800,1.290800e-07,-4.060890e-06
306.000,3.904250e-06,-4.294710e-06
306.200,4.061540e-06,-2.283110e-06
306.400,4.158260e-06,3.173500e-07
306.600,3.823920e-06,2.515530e-06
306.800,1.000000e-10,3.938580e-06
307.000,1.031373e-05,4.616990e-06
307.200,1.644850e-06,4.753940e-06
307.400,3.762600e-07,4.624330e-06
307.600,2.559380e-06,4.507200e-06
307.800,1.188913e-05,4.526940e-06
308.000,1.911910e-06,4.791960e-06
308.200,3.997280e-06,5.380610e-06
308.400,1.000000e-10,6.303300e-06
308.600,1.000000e-10,7.479010e-06
308.800,8.099460e-06,8.742690e-06
309.000,8.787650e-06,9.864660e-06
309.200,1.561965e-05,1.060147e-05
309.400,1.713136e-05,1.076194e-05
309.600,1.309970e-05,1.026574e-05
309.800,3.068340e-06,9.173240e-06
310.000,1.048947e-05,7.675750e-06
310.200,3.276700e-07,6.046200e-06
310.400,1.000000e-10,4.569000e-06
310.600,3.112150e-06,3.469950e-06
310.800,5.922900e-07,2.879980e-06
311.000,2.797040e-06,2.835090e-06
311.200,8.338190e-06,3.287730e-06
311.400,3.057400e-06,4.124200e-06
311.600,1.000000e-10,5.179550e-06
311.800,3.725980e-06,6.254910e-06
312.000,8.373980e-06,7.146150e-06
312.200,1.000000e-10,7.676060e-06
312.400,1.404518e-05,7.754710e-06
312.600,1.000000e-10,7.433860e-06
312.800,6.254510e-06,6.925980e-06
313.000,2.779140e-06,6.560110e-06
313.200,2.168730e-06,6.676360e-06
313.400,5.530340e-06,7.501010e-06
313.600,7.167700e-07,9.030710e-06
313.800,1.068052e-05,1.101114e-05
314.000,1.481407e-05,1.300442e-05
314.200,3.277981e-05,1.453492e-05
314.400,2.761627e-05,1.525190e-05
314.600,8.575610e-06,1.504752e-05
314.800,1.000000e-10,1.406809e-05
315.000,4.594630e-06,1.263865e-05
315.200,1.026575e-05,1.111759e-05
315.400,1.000000e-10,9.775010e-06
315.600,1.000000e-10,8.719720e-06
315.800,8.247690e-06,7.908970e-06
316.000,1.021166e-05,7.217520e-06
316.200,1.000000e-10,6.527280e-06
316.400,1.000000e-10,5.788750e-06
316.600,1.000000e-10,5.033870e-06
316.800,3.161000e-08,4.344010e-06
317.000,5.310800e-06,3.792070e-06
317.200,1.000000e-10,3.407550e-06
317.400,1.000000e-10,3.158890e-06
317.600,1.086250e-06,2.982190e-06
317.800,8.749530e-06,2.806910e-06
318.000,2.542150e-06,2.586860e-06
318.200,1.850600e-07,2.330190e-06
318.400,8.615400e-07,2.085680e-06
318.600,1.000000e-10,1.924460e-06
318.800,1.000000e-10,1.908880e-06
319.000,1.000000e-10,2.070450e-06
319.200,1.000000e-10,2.393930e-06
319.400,3.086630e-06,2.826670e-06
319.600,1.000000e-10,3.288660e-06
319.800,1.000000e-10,3.697040e-06
320.000,1.000000e-10,3.990790e-06
320.200,1.000000e-10,4.151890e-06
320.400,1.000000e-10,4.217760e-06
320.600,6.048700e-06,4.269120e-06
320.800,4.969700e-07,4.406110e-06
321.000,3.435060e-06,4.708940e-06
321.200,4.828070e-06,5.203530e-06
321.400,4.402990e-06,5.831590e-06
