ILDIALCT,ilab_v1,FITS/CSV file dialect
240.200,1.740390e-06,1.355730e-06
240.400,5.429500e-07,1.352860e-06
240.600,2.345560e-06,1.295110e-06
240.800,1.003020e-06,1.184660e-06
241.000,1.000000e-10,1.031880e-06
241.200,1.000000e-10,8.547400e-07
241.400,5.397700e-07,6.761900e-07
241.600,3.636700e-07,5.195900e-07
241.800,1.000000e-10,4.038800e-07
242.000,1.000000e-10,3.404200e-07
242.200,1.000000e-10,3.277800e-07
242.400,7.940000e-09,3.553200e-07
242.600,1.000000e-10,4.066200e-07
242.800,1.379460e-06,4.655300e-07
243.000,1.000000e-10,5.213300e-07
243.200,1.685200e-07,5.729500e-07
243.400,1.000000e-10,6.289400e-07
243.600,1.000000e-10,7.035500e-07
243.800,1.000000e-10,8.094600e-07
244.000,1.000000e-10,9.523800e-07
244.200,1.276850e-06,1.124690e-06
244.400,1.000000e-10,1.306340e-06
244.600,7.292700e-07,1.469000e-06
244.800,3.053990e-06,1.584250e-06
245.000,1.000000e-10,1.632180e-06
245.200,1.000000e-10,1.607490e-06
245.400,1.018400e-06,1.520300e-06
245.600,8.625900e-07,1.392130e-06
245.800,1.000000e-10,1.248310e-06
246.000,1.000000e-10,1.111050e-06
246.200,1.000000e-10,9.948300e-07
246.400,1.000000e-10,9.053400e-07
246.600,1.135550e-06,8.422200e-07
246.800,1.000000e-10,8.025500e-07
247.000,3.752300e-07,7.826600e-07
247.200,1.000000e-10,7.781300e-07
247.400,6.975400e-07,7.828300e-07
247.600,9.778400e-07,7.893200e-07
247.800,1.000000e-10,7.906900e-07
248.000,1.246230e-06,7.825300e-07
248.200,7.879200e-07,7.691500e-07
248.400,1.000000e-10,7.631700e-07
248.600,3.721300e-07,7.828700e-07
248.800,1.000000e-10,8.472800e-07
249.000,1.000000e-10,9.692100e-07
249.200,1.000000e-10,1.149020e-06
249.400,1.000000e-10,1.372270e-06
249.600,1.000000e-10,1.610510e-06
249.800,1.000000e-10,1.824720e-06
250.000,2.314820e-06,1.975150e-06
250.200,1.951340e-06,2.031780e-06
250.400,1.808010e-06,1.984680e-06
250.600,3.804370e-06,1.851220e-06
250.800,1.000000e-10,1.673210e-06
251.000,5.942000e-08,1.508580e-06
251.200,1.000000e-10,1.414480e-06
251.400,2.244400e-07,1.429220e-06
251.600,1.000000e-10,1.558830e-06
251.800,3.141170e-06,1.775270e-06
252.000,2.399870e-06,2.026140e-06
252.200,1.972170e-06,2.252850e-06
252.400,3.701750e-06,2.409390e-06
252.600,1.000000e-10,2.474570e-06
252.800,1.000000e-10,2.453640e-06
253.000,1.000000e-10,2.370570e-06
253.200,7.368500e-07,2.252880e-06
253.400,3.084210e-06,2.121590e-06
253.600,1.000000e-10,1.985630e-06
253.800,1.000000e-10,1.842050e-06
254.000,1.437850e-06,1.687220e-06
254.200,1.000000e-10,1.522200e-06
254.400,1.000000e-10,1.359070e-06
254.600,1.000000e-10,1.220820e-06
254.800,1.000000e-10,1.134450e-06
255.000,1.000000e-10,1.121070e-06
255.200,1.000000e-10,1.186370e-06
255.400,7.838800e-07,1.314000e-06
255.600,6.182300e-07,1.468010e-06
255.800,3.459130e-06,1.604410e-06
256.000,1.000000e-10,1.683850e-06
256.200,1.424020e-06,1.685980e-06
256.400,3.144650e-06,1.616580e-06
256.600,4.517100e-07,1.504220e-06
256.800,1.000000e-10,1.389290e-06
257.000,1.774500e-07,1.306050e-06
257.200,1.000000e-10,1.272400e-06
257.400,1.000000e-10,1.287370e-06
257.600,2.734100e-06,1.337840e-06
257.800,1.000000e-10,1.409300e-06
258.000,1.000000e-10,1.494470e-06
258.200,1.000000e-10,1.594090e-06
258.400,9.119000e-08,1.710050e-06
258.600,1.000000e-10,1.836690e-06
258.800,3.068660e-06,1.956040e-06
259.000,3.372010e-06,2.040370e-06
259.200,1.000000e-10,2.063010e-06
259.400,1.681860e-06,2.006920e-06
259.600,1.840000e-06,1.872020e-06
259.800,8.412100e-07,1.675910e-06
260.000,7.787500e-07,1.444740e-06
260.200,1.000000e-10,1.207720e-06
260.400,1.796370e-06,9.913200e-07
260.600,1.000000e-10,8.191400e-07
260.800,2.130800e-07,7.132100e-07
261.000,1.000000e-10,6.948700e-07
261.200,1.000000e-10,7.806500e-07
261.400,5.954100e-07,9.750800e-07
261.600,1.000000e-10,1.262020e-06
261.800,1.000000e-10,1.600780e-06
262.000,2.305690e-06,1.931310e-06
262.200,1.000000e-10,2.185990e-06
262.400,1.000000e-10,2.306700e-06
262.600,3.366040e-06,2.260800e-06
262.800,2.268950e-06,2.049620e-06
263.000,1.000000e-10,1.710540e-06
263.200,1.878100e-07,1.302750e-06
263.400,1.000000e-10,8.968100e-07
263.600,1.000000e-10,5.571000e-07
263.800,3.113200e-07,3.323600e-07
264.000,2.088700e-07,2.506100e-07
264.200,6.051300e-07,3.194200e-07
264.400,1.000000e-10,5.241100e-07
264.600,1.223800e-07,8.339500e-07
264.800,1.054600e-06,1.203730e-06
265.000,1.000000e-10,1.580340e-06
265.200,1.000000e-10,1.911030e-06
265.400,3.899120e-06,2.154660e-06
265.600,1.200470e-06,2.288220e-06
265.800,3.634340e-06,2.311600e-06
266.000,1.297500e-07,2.240380e-06
266.200,2.425460e-06,2.099880e-06
266.400,2.476500e-06,1.913930e-06
266.600,1.000000e-10,1.702300e-06
266.800,1.083500e-07,1.480150e-06
267.000,4.099210e-06,1.272250e-06
267.200,7.090000e-07,1.113720e-06
267.400,9.060000e-07,1.057510e-06
267.600,4.076700e-07,1.157990e-06
267.800,9.951600e-07,1.458560e-06
268.000,6.960400e-07,1.976260e-06
268.200,3.460280e-06,2.696820e-06
268.400,4.036440e-06,3.579830e-06
268.600,8.874540e-06,4.583590e-06
268.800,6.501230e-06,5.688070e-06
269.000,7.653000e-06,6.918370e-06
269.200,7.227030e-06,8.338850e-06
269.400,1.268415e-05,1.002815e-05
269.600,9.347950e-06,1.206247e-05
269.800,1.744922e-05,1.448515e-05
270.000,1.593021e-05,1.729293e-05
270.200,2.695864e-05,2.044162e-05
270.400,2.818332e-05,2.390351e-05
270.600,2.912538e-05,2.768073e-05
270.800,3.216311e-05,3.185832e-05
271.000,4.262678e-05,3.661135e-05
271.200,4.745864e-05,4.218200e-05
271.400,5.317039e-05,4.880590e-05
271.600,4.958732e-05,5.668705e-05
271.800,6.872976e-05,6.592611e-05
272.000,9.126550e-05,7.652730e-05
272.200,9.728442e-05,8.841866e-05
272.400,1.085820e-04,1.015651e-04
272.600,1.279495e-04,1.160338e-04
272.800,1.525928e-04,1.320764e-04
273.000,1.482026e-04,1.501434e-04
273.200,1.889119e-04,1.708441e-04
273.400,2.033812e-04,1.948761e-04
273.600,2.291614e-04,2.229447e-04
273.800,2.688616e-04,2.556885e-04
274.000,3.359430e-04,2.936227e-04
274.200,3.449502e-04,3.371099e-04
274.400,4.041664e-04,3.863449e-04
274.600,4.588892e-04,4.413441e-04
274.800,5.443748e-04,5.018547e-04
275.000,5.860891e-04,5.673149e-04
275.200,6.729088e-04,6.368088e-04
275.400,7.397944e-04,7.090534e-04
275.600,8.132467e-04,7.824029e-04
275.800,9.011657e-04,8.549366e-04
276.000,9.644038e-04,9.246116e-04
276.200,1.023309e-03,9.894678e-04
276.400,1.075310e-03,1.047845e-03
276.600,1.140985e-03,1.098629e-03
276.800,1.189729e-03,1.141324e-03
277.000,1.201129e-03,1.176114e-03
277.200,1.176120e-03,1.203743e-03
277.400,1.236423e-03,1.225371e-03
277.600,1.256739e-03,1.242342e-03
277.800,1.279263e-03,1.256081e-03
278.000,1.271486e-03,1.268015e-03
278.200,1.278423e-03,1.279509e-03
278.400,1.290199e-03,1.291874e-03
278.600,1.308645e-03,1.306338e-03
278.800,1.335709e-03,1.323979e-03
279.000,1.357682e-03,1.345667e-03
279.200,1.368290e-03,1.371989e-03
279.400,1.436160e-03,1.403201e-03
279.600,1.441975e-03,1.439319e-03
279.800,1.506560e-03,1.480127e-03
280.000,1.549969e-03,1.525296e-03
280.200,1.616538e-03,1.574378e-03
280.400,1.655255e-03,1.626848e-03
280.600,1.679565e-03,1.682163e-03
280.800,1.796213e-03,1.739812e-03
281.000,1.839088e-03,1.799449e-03
281.200,1.924955e-03,1.861083e-03
281.400,1.974240e-03,1.925243e-03
281.600,2.020359e-03,1.993116e-03
281.800,2.121638e-03,2.066586e-03
282.000,2.231738e-03,2.148018e-03
282.200,2.274836e-03,2.240327e-03
282.400,2.425298e-03,2.346769e-03
282.600,2.547181e-03,2.471057e-03
282.800,2.779982e-03,2.618014e-03
283.000,2.963308e-03,2.793870e-03
283.200,3.120311e-03,3.007175e-03
283.400,3.457797e-03,3.269560e-03
283.600,3.795602e-03,3.596119e-03
283.800,4.224183e-03,4.004966e-03
284.000,4.734651e-03,4.516219e-03
284.200,5.340571e-03,5.149316e-03
284.400,6.082534e-03,5.919260e-03
284.600,7.141663e-03,6.831917e-03
284.800,8.067731e-03,7.879106e-03
285.000,9.433224e-03,9.034996e-03
285.200,1.080711e-02,1.025467e-02
285.400,1.191287e-02,1.147689e-02
285.600,1.349418e-02,1.263037e-02
285.800,1.463276e-02,1.364388e-02
286.000,1.531696e-02,1.445700e-02
286.200,1.568545e-02,1.503039e-02
286.400,1.589605e-02,1.535211e-02
286.600,1.545289e-02,1.543885e-02
286.800,1.528593e-02,1.533255e-02
287.000,1.493104e-02,1.509295e-02
287.200,1.461090e-02,1.478794e-02
287.400,1.434318e-02,1.448504e-02
287.600,1.405778e-02,1.424426e-02
287.800,1.436794e-02,1.411368e-02
288.000,1.442517e-02,1.412832e-02
288.200,1.512364e-02,1.431623e-02
288.400,1.568765e-02,1.471484e-02
288.600,1.718194e-02,1.540156e-02
288.800,1.862819e-02,1.653613e-02
289.000,2.077482e-02,1.840132e-02
