ILDIALCT,ilab_v1,FITS/CSV file dialect
427.000,1.000000e-10,1.485570e-06
428.000,1.612150e-06,1.461110e-06
429.000,7.912700e-07,1.414490e-06
430.000,1.000000e-10,1.344310e-06
431.000,1.874280e-06,1.258720e-06
432.000,1.000000e-10,1.172840e-06
433.000,5.545100e-07,1.103380e-06
434.000,5.145900e-07,1.063380e-06
435.000,1.000000e-10,1.058740e-06
436.000,1.390240e-06,1.090040e-06
437.000,1.000000e-10,1.154600e-06
438.000,1.905400e-06,1.248550e-06
439.000,4.576900e-07,1.368590e-06
440.000,1.000000e-10,1.511020e-06
441.000,1.860800e-06,1.665890e-06
442.000,1.000000e-10,1.816400e-06
443.000,1.000000e-10,1.935990e-06
444.000,1.000000e-10,1.993430e-06
445.000,1.000000e-10,1.963660e-06
446.000,2.321300e-06,1.835900e-06
447.000,2.234470e-06,1.623240e-06
448.000,1.000000e-10,1.363140e-06
449.000,2.639600e-07,1.108680e-06
450.000,7.985000e-08,9.152800e-07
451.000,2.686300e-07,8.264000e-07
452.000,3.937400e-07,8.597400e-07
453.000,9.567100e-07,1.006550e-06
454.000,3.171420e-06,1.236960e-06
455.000,6.331300e-07,1.511930e-06
456.000,2.811800e-06,1.792010e-06
457.000,2.604880e-06,2.048340e-06
458.000,5.921700e-07,2.264960e-06
459.000,2.885710e-06,2.436130e-06
460.000,1.000000e-10,2.561980e-06
461.000,1.000000e-10,2.644180e-06
462.000,3.365360e-06,2.682530e-06
463.000,1.936750e-06,2.673960e-06
464.000,4.259900e-07,2.612570e-06
465.000,4.034340e-06,2.493760e-06
466.000,1.000000e-10,2.318330e-06
467.000,2.448740e-06,2.096520e-06
468.000,6.259100e-07,1.849230e-06
469.000,2.178630e-06,1.606280e-06
470.000,6.535500e-07,1.398950e-06
471.000,4.925000e-08,1.251790e-06
472.000,1.000000e-10,1.172660e-06
473.000,1.800290e-06,1.153350e-06
474.000,1.782350e-06,1.171270e-06
475.000,1.000000e-10,1.199220e-06
