# Wavelength[nm],T%
411.0,1.40943
411.5,1.30491
412.0,1.27359
412.5,1.37353
413.0,1.3457
413.5,1.38406
414.0,1.37936
414.5,1.42805
415.0,1.51054
415.5,1.49307
416.0,1.55954
416.5,1.52192
417.0,1.50339
417.5,1.47454
418.0,1.43219
418.5,1.37551
419.0,1.32674
419.5,1.35312
420.0,1.31376
420.5,1.28778
421.0,1.25497
421.5,1.3211
422.0,1.36535
422.5,1.34193
423.0,1.35822
423.5,1.4043
424.0,1.42525
424.5,1.38804
425.0,1.43947
425.5,1.37892
426.0,1.36867
426.5,1.3546
427.0,1.30064
427.5,1.28004
428.0,1.25214
428.5,1.30158
429.0,1.23328
429.5,1.26347
430.0,1.30932
430.5,1.26734
431.0,1.25421
431.5,1.2299
432.0,1.25867
432.5,1.20352
433.0,1.1671
433.5,1.15993
434.0,1.13877
434.5,1.09741
435.0,1.08341
435.5,1.05315
436.0,1.09563
436.5,1.01551
437.0,1.05428
437.5,1.03202
438.0,1.06166
438.5,1.04228
439.0,1.10703
439.5,1.11122
440.0,1.10603
440.5,1.1398
441.0,1.13437
441.5,1.11624
442.0,1.14997
442.5,1.14668
443.0,1.1
443.5,1.11512
444.0,1.03477
444.5,1.05206
445.0,1.0023
445.5,1.0241
446.0,0.9814
446.5,0.97207
447.0,0.95481
447.5,0.95572
448.0,0.95552
448.5,0.9914
449.0,1.01759
449.5,1.05663
450.0,1.07179
450.5,1.1141
451.0,1.15213
451.5,1.20013
452.0,1.27978
452.5,1.31433
453.0,1.33569
453.5,1.33574
454.0,1.33613
454.5,1.32025
455.0,1.32747
455.5,1.24545
456.0,1.18221
456.5,1.13542
457.0,1.14811
457.5,1.05608
458.0,1.05301
458.5,0.99575
459.0,1.00096
459.5,0.97986
460.0,0.97892
460.5,0.98312
461.0,1.01471
461.5,1.06328
462.0,1.07668
462.5,1.16317
463.0,1.23738
463.5,1.31762
464.0,1.36636
464.5,1.42642
465.0,1.45109
465.5,1.50312
466.0,1.52837
466.5,1.53761
467.0,1.47827
467.5,1.42896
468.0,1.37645
468.5,1.32442
469.0,1.2525
469.5,1.17779
470.0,1.14111
470.5,1.07184
471.0,1.05171
471.5,0.99239
472.0,0.98345
472.5,0.96348
473.0,0.98327
473.5,0.96773
474.0,1.01624
474.5,1.0685
475.0,1.10422
475.5,1.15359
476.0,1.20859
476.5,1.28571
477.0,1.33684
477.5,1.37986
478.0,1.41505
478.5,1.41696
479.0,1.40516
479.5,1.34584
480.0,1.31296
480.5,1.26462
481.0,1.18295
481.5,1.08349
482.0,1.02345
482.5,0.95384
483.0,0.89807
483.5,0.81321
484.0,0.78837
484.5,0.75818
485.0,0.74284
485.5,0.72935
486.0,0.73842
486.5,0.72509
487.0,0.76174
487.5,0.78519
488.0,0.83214
488.5,0.86549
489.0,0.93521
489.5,1.01736
490.0,1.09735
490.5,1.16128
491.0,1.26052
491.5,1.34526
492.0,1.39114
492.5,1.45141
493.0,1.47505
493.5,1.47455
494.0,1.45913
494.5,1.39489
495.0,1.35648
495.5,1.2684
496.0,1.17112
496.5,1.07793
497.0,1.02723
497.5,0.97251
498.0,0.89671
498.5,0.86153
499.0,0.84228
499.5,0.82273
500.0,0.8091
500.5,0.8324
501.0,0.82767
501.5,0.86556
502.0,0.91751
502.5,0.97162
503.0,1.04015
503.5,1.17053
504.0,1.25873
504.5,1.3979
505.0,1.54463
505.5,1.65572
506.0,1.76677
506.5,1.82973
507.0,1.84996
507.5,1.81215
508.0,1.76166
508.5,1.61838
509.0,1.45378
509.5,1.30986
510.0,1.1603
510.5,1.00495
511.0,0.85178
511.5,0.74339
512.0,0.65221
512.5,0.57958
513.0,0.51245
513.5,0.47324
514.0,0.43134
514.5,0.40772
515.0,0.37463
515.5,0.34337
516.0,0.34964
516.5,0.31852
517.0,0.31362
517.5,0.32846
518.0,0.3314
518.5,0.32833
519.0,0.30948
519.5,0.30832
520.0,0.33186
520.5,0.32721
521.0,0.33435
521.5,0.35492
522.0,0.36021
522.5,0.38695
523.0,0.39661
523.5,0.39829
524.0,0.42778
524.5,0.43216
525.0,0.43779
525.5,0.48414
526.0,0.49054
526.5,0.53653
527.0,0.55181
527.5,0.58378
528.0,0.58428
528.5,0.60245
529.0,0.61976
529.5,0.61873
530.0,0.63343
530.5,0.62235
531.0,0.65106
531.5,0.64692
532.0,0.67085
532.5,0.66304
533.0,0.67992
533.5,0.67446
534.0,0.71448
534.5,0.72681
535.0,0.71783
535.5,0.7351
536.0,0.75735
536.5,0.77903
537.0,0.81402
537.5,0.82365
538.0,0.85313
538.5,0.88475
539.0,0.91291
539.5,0.95298
540.0,1.01249
540.5,1.04427
541.0,1.10193
541.5,1.1666
542.0,1.22268
542.5,1.31499
543.0,1.41077
543.5,1.54625
544.0,1.66468
544.5,1.81655
545.0,1.98747
545.5,2.22503
546.0,2.46706
546.5,2.77581
547.0,3.1519
547.5,3.59193
548.0,4.11545
548.5,4.76458
549.0,5.5361
549.5,6.46418
550.0,7.56795
550.5,8.95578
551.0,10.58992
551.5,12.58688
552.0,14.89557
552.5,17.71546
553.0,20.87473
553.5,24.47258
554.0,28.43719
554.5,32.76739
555.0,37.19304
555.5,41.88463
556.0,46.51606
556.5,51.25411
557.0,55.76566
557.5,60.3348
558.0,64.59328
558.5,68.85877
559.0,72.72504
559.5,76.65311
560.0,79.87946
560.5,82.94167
561.0,85.56917
561.5,87.65929
562.0,89.31924
562.5,90.53134
563.0,91.48985
563.5,92.24456
564.0,92.74027
564.5,93.23135
565.0,93.48651
565.5,93.84454
566.0,94.35351
566.5,94.75475
567.0,95.17385
567.5,95.60654
568.0,95.98311
568.5,96.46398
569.0,96.8213
569.5,97.24717
570.0,97.6827
570.5,97.91367
571.0,98.14368
571.5,98.52377
572.0,98.69109
572.5,98.87099
573.0,98.97849
573.5,99.10751
574.0,99.25219
574.5,99.30447
575.0,99.35385
575.5,99.41332
576.0,99.4576
576.5,99.52898
577.0,99.46082
577.5,99.53867
578.0,99.51953
578.5,99.52016
579.0,99.45379
579.5,99.42309
580.0,99.45265
580.5,99.21171
581.0,99.20058
581.5,99.07143
582.0,98.98969
582.5,98.92952
583.0,98.82488
583.5,98.84437
584.0,98.76733
584.5,98.58891
585.0,98.55518
585.5,98.59058
586.0,98.63084
586.5,98.63474
587.0,98.61906
587.5,98.68948
588.0,98.70444
588.5,98.75968
589.0,98.82726
589.5,98.98244
590.0,99.01149
590.5,99.11485
591.0,99.21625
591.5,99.30483
592.0,99.36715
592.5,99.3511
593.0,99.59591
593.5,99.44543
594.0,99.56527
594.5,99.62345
595.0,99.47862
595.5,99.52112
596.0,99.46641
596.5,99.41654
597.0,99.40739
597.5,99.38338
598.0,99.35159
598.5,99.13145
599.0,99.12584
599.5,99.02559
600.0,99.03569
600.5,99.03155
601.0,98.88964
601.5,98.91048
602.0,98.8772
602.5,98.85579
603.0,98.90855
603.5,98.99926
604.0,99.00745
604.5,99.00465
605.0,99.04205
605.5,99.19976
606.0,99.17945
606.5,99.26248
607.0,99.27226
607.5,99.42371
608.0,99.50975
608.5,99.39872
609.0,99.57497
609.5,99.53069
610.0,99.62094
610.5,99.50615
611.0,99.55373
611.5,99.66526
612.0,99.52671
612.5,99.63647
613.0,99.50999
613.5,99.41759
614.0,99.37061
614.5,99.29363
615.0,99.12536
615.5,99.18771
616.0,99.09881
616.5,98.88613
617.0,98.88483
617.5,98.87906
618.0,98.63625
618.5,98.6763
619.0,98.60235
619.5,98.53011
620.0,98.59485
620.5,98.55634
621.0,98.52813
621.5,98.46701
622.0,98.56123
622.5,98.63901
623.0,98.7182
623.5,98.65937
624.0,98.76765
624.5,98.95538
625.0,98.8812
625.5,99.01527
626.0,98.89571
626.5,99.117
627.0,99.15656
627.5,99.133
628.0,99.26637
628.5,99.30957
629.0,99.32288
629.5,99.52371
630.0,99.49529
630.5,99.46561
631.0,99.44695
631.5,99.60188
632.0,99.68827
632.5,99.52114
633.0,99.6021
633.5,99.48015
634.0,99.68022
634.5,99.51705
635.0,99.67635
635.5,99.48966
636.0,99.59301
636.5,99.57417
637.0,99.52504
637.5,99.5749
638.0,99.58997
638.5,99.55374
639.0,99.59497
639.5,99.60515
640.0,99.59153
640.5,99.66553
641.0,99.62922
641.5,99.63839
642.0,99.57419
642.5,99.73577
643.0,99.54619
643.5,99.65465
644.0,99.63195
644.5,99.44521
645.0,99.63702
645.5,99.50437
646.0,99.54243
646.5,99.51174
647.0,99.5265
647.5,99.51157
648.0,99.42953
648.5,99.35975
649.0,99.34391
649.5,99.23889
650.0,99.34725
650.5,99.21304
651.0,99.217
651.5,99.03004
652.0,99.04208
652.5,99.12038
653.0,99.04818
653.5,99.00173
654.0,98.87502
654.5,98.84678
655.0,98.8869
655.5,98.86225
656.0,98.93182
656.5,98.79761
657.0,98.80548
657.5,98.77795
658.0,98.78948
658.5,98.81846
659.0,98.70605
659.5,98.95636
660.0,98.7803
660.5,98.88371
661.0,98.88921
661.5,98.94817
662.0,99.08878
662.5,98.99741
663.0,99.05099
663.5,99.18148
664.0,99.17117
664.5,99.24038
665.0,99.187
665.5,99.38049
666.0,99.30159
666.5,99.38161
667.0,99.32645
667.5,99.37854
668.0,99.57341
668.5,99.37052
669.0,99.53249
669.5,99.47736
670.0,99.47891
670.5,99.56559
671.0,99.50778
671.5,99.55386
672.0,99.54356
672.5,99.46875
673.0,99.59782
673.5,99.41408
674.0,99.47792
674.5,99.36423
675.0,99.47744
675.5,99.42754
676.0,99.33687
676.5,99.4069
677.0,99.34754
677.5,99.4543
678.0,99.43139
678.5,99.29104
679.0,99.52555
679.5,99.40895
680.0,99.39709
680.5,99.37672
681.0,99.38282
681.5,99.37709
682.0,99.31602
682.5,99.45134
683.0,99.28618
683.5,99.4954
684.0,99.5256
684.5,99.43425
685.0,99.56814
685.5,99.52168
686.0,99.51229
686.5,99.37667
687.0,99.45274
687.5,99.42052
688.0,99.44713
688.5,99.37991
689.0,99.39223
689.5,99.33461
690.0,99.28062
690.5,99.315
691.0,99.21674
691.5,99.28408
692.0,99.16101
692.5,99.22018
693.0,99.16728
693.5,99.15558
694.0,99.12057
694.5,98.97837
695.0,99.06718
695.5,98.96238
696.0,98.89188
696.5,98.86324
697.0,98.85042
697.5,98.78062
698.0,98.68129
698.5,98.8314
699.0,98.65886
699.5,98.81321
700.0,98.59495
700.5,98.5311
701.0,98.6408
701.5,98.59128
702.0,98.70163
702.5,98.57909
703.0,98.90817
703.5,98.70589
704.0,98.6964
704.5,98.89436
705.0,98.81652
705.5,98.8408
706.0,98.98377
706.5,98.97275
707.0,99.05141
707.5,98.99964
708.0,99.07394
708.5,99.19705
709.0,99.07976
709.5,99.11728
710.0,99.23589
710.5,99.21971
711.0,99.26118
711.5,99.2384
712.0,99.27061
712.5,99.20543
713.0,99.26981
713.5,99.33529
714.0,99.37911
714.5,99.36158
715.0,99.40385
715.5,99.31226
716.0,99.25156
716.5,99.3181
717.0,99.32092
717.5,99.2402
718.0,99.25524
718.5,99.1479
719.0,99.11233
719.5,99.03615
720.0,99.04494
720.5,99.06083
721.0,98.9836
721.5,99.03888
722.0,98.90955
722.5,98.91078
723.0,98.76143
723.5,98.82633
724.0,98.56862
724.5,98.70524
725.0,98.69876
725.5,98.73489
726.0,98.59882
726.5,98.58967
727.0,98.61401
727.5,98.63854
728.0,98.53593
728.5,98.7033
729.0,98.68588
729.5,98.6695
730.0,98.7257
730.5,98.69585
731.0,98.61883
731.5,98.74947
732.0,98.90653
732.5,98.75102
733.0,98.85592
733.5,98.91888
734.0,98.88697
734.5,98.88154
735.0,98.9679
735.5,98.99585
736.0,98.95969
736.5,99.25275
737.0,99.23399
737.5,99.27578
738.0,99.30177
738.5,99.36364
739.0,99.34035
739.5,99.4081
740.0,99.55425
740.5,99.48008
741.0,99.50581
741.5,99.59641
742.0,99.35816
742.5,99.36984
743.0,99.36274
743.5,99.39005
744.0,99.48491
744.5,99.39188
745.0,99.36799
745.5,99.44952
746.0,99.3951
746.5,99.41689
747.0,99.50756
747.5,99.26804
748.0,99.3128
748.5,99.27242
749.0,99.27716
749.5,99.32021
750.0,99.10429
750.5,99.03194
751.0,99.08802
751.5,99.07697
752.0,98.93151
752.5,98.95086
753.0,98.98854
753.5,98.92644
754.0,98.99027
754.5,98.95677
755.0,98.86798
755.5,98.82172
756.0,99.10571
756.5,98.92209
757.0,99.08393
757.5,98.94495
758.0,98.90321
758.5,99.11264
759.0,99.03236
759.5,99.04656
760.0,98.99015
760.5,99.19714
761.0,99.09734
761.5,99.18987
762.0,99.24201
762.5,99.12004
763.0,99.38332
763.5,99.21254
764.0,99.24845
764.5,99.39732
765.0,99.40392
765.5,99.39554
766.0,99.42957
766.5,99.26698
767.0,99.54153
767.5,99.49557
768.0,99.52603
768.5,99.51009
769.0,99.33202
769.5,99.53043
770.0,99.52336
770.5,99.50409
771.0,99.64719
771.5,99.47586
772.0,99.53661
772.5,99.62817
773.0,99.45475
773.5,99.47061
774.0,99.55914
774.5,99.34711
775.0,99.3606
775.5,99.52885
776.0,99.32137
776.5,99.32564
777.0,99.29261
777.5,99.15106
778.0,99.47276
778.5,99.28409
779.0,99.21569
779.5,99.09287
780.0,99.20683
780.5,99.18099
781.0,99.07934
781.5,99.17516
782.0,99.0938
782.5,99.04672
783.0,98.9894
783.5,98.92686
784.0,98.94709
784.5,98.89065
785.0,99.1683
785.5,99.06133
786.0,99.18436
786.5,98.90791
787.0,98.83317
787.5,99.0397
788.0,99.16853
788.5,99.1276
789.0,99.01073
789.5,99.177
790.0,99.20003
790.5,98.94014
791.0,99.17857
791.5,99.05685
792.0,99.32945
792.5,99.32475
793.0,99.14375
793.5,99.41828
794.0,99.40638
794.5,99.61282
795.0,99.35213
795.5,99.37366
796.0,99.41245
796.5,99.34872
797.0,99.71274
797.5,99.5835
798.0,99.43124
798.5,99.50443
799.0,99.41351
799.5,99.66714
800.0,99.52325
800.5,99.3852
801.0,99.40199
801.5,99.36785
802.0,99.47575
802.5,99.51091
803.0,99.31413
803.5,99.41396
804.0,99.2864
804.5,99.24745
805.0,99.40177
805.5,99.25266
806.0,99.21824
806.5,99.29114
807.0,99.27084
807.5,99.22999
808.0,99.10988
808.5,99.10116
809.0,99.07944
809.5,98.99883
810.0,99.00059
810.5,98.96743
811.0,98.91348
811.5,98.95721
812.0,98.75764
812.5,98.86154
813.0,98.74667
813.5,98.88287
814.0,98.74188
814.5,98.71142
815.0,98.6468
815.5,98.66845
816.0,98.74047
816.5,98.50062
817.0,98.69828
817.5,98.64732
818.0,98.57154
818.5,98.4625
819.0,98.57796
819.5,98.49451
820.0,98.67766
820.5,98.65057
821.0,98.57948
821.5,98.73064
822.0,98.70596
822.5,98.72121
823.0,98.67692
823.5,98.6552
824.0,98.72359
824.5,98.80814
825.0,98.79803
825.5,98.78551
826.0,98.85963
826.5,98.95779
827.0,98.92229
827.5,98.96191
828.0,98.98652
828.5,99.04288
829.0,99.03025
829.5,99.06657
830.0,99.03275
830.5,99.06166
831.0,99.17558
831.5,99.04221
832.0,99.25758
832.5,99.18201
833.0,99.22453
833.5,99.26551
834.0,99.18173
834.5,99.29742
835.0,99.23962
835.5,99.30006
836.0,99.33569
836.5,99.25543
837.0,99.35717
837.5,99.20444
838.0,99.39002
838.5,99.37883
839.0,99.31231
839.5,99.3363
840.0,99.34231
840.5,99.24565
841.0,99.16061
841.5,99.18153
842.0,99.18992
842.5,99.16451
843.0,99.19199
843.5,99.07321
844.0,99.16333
844.5,99.11124
845.0,99.08442
845.5,99.07666
846.0,99.12553
846.5,99.10773
847.0,99.03275
847.5,99.00307
848.0,98.93667
848.5,99.02864
849.0,99.02231
849.5,99.04265
850.0,98.97882
850.5,98.93053
851.0,99.02393
851.5,98.93601
852.0,98.94566
852.5,99.05309
853.0,98.94946
853.5,98.89156
854.0,99.0163
854.5,98.93443
855.0,98.92477
855.5,98.88965
856.0,98.97227
856.5,99.04812
857.0,98.9846
857.5,99.08419
858.0,99.16235
858.5,99.18719
859.0,99.12827
859.5,99.13699
860.0,99.15124
860.5,99.24097
861.0,99.2011
861.5,99.19208
862.0,99.29157
862.5,99.23878
863.0,99.25907
863.5,99.28157
864.0,99.43526
864.5,99.43246
865.0,99.44822
865.5,99.50294
866.0,99.46754
866.5,99.46519
867.0,99.52139
867.5,99.52038
868.0,99.53819
868.5,99.39149
869.0,99.51768
869.5,99.50357
870.0,99.53121
870.5,99.51536
871.0,99.53306
871.5,99.55887
872.0,99.53535
872.5,99.59204
873.0,99.46857
873.5,99.53333
874.0,99.50539
874.5,99.43311
875.0,99.44405
875.5,99.41585
876.0,99.43576
876.5,99.38499
877.0,99.38308
877.5,99.32886
878.0,99.295
878.5,99.33431
879.0,99.21619
879.5,99.2197
880.0,99.25492
880.5,99.22311
881.0,99.14501
881.5,99.13285
882.0,99.17664
882.5,99.036
883.0,99.0472
883.5,99.02401
884.0,98.97402
884.5,99.04692
885.0,98.98622
885.5,98.98965
886.0,98.92661
886.5,99.02129
887.0,98.97984
887.5,98.92482
888.0,99.05943
888.5,98.89243
889.0,98.86533
889.5,98.91959
890.0,98.94833
890.5,98.97639
891.0,98.91769
891.5,99.0191
892.0,99.03849
892.5,98.98464
893.0,98.9882
893.5,98.95338
894.0,99.07006
894.5,98.9828
895.0,99.13712
895.5,99.11887
896.0,99.1297
896.5,99.161
897.0,99.10387
897.5,99.23221
898.0,99.23531
898.5,99.22759
899.0,99.22075
899.5,99.22963
900.0,99.26786
900.5,99.2655
901.0,99.32491
901.5,99.32893
902.0,99.37763
902.5,99.44448
903.0,99.36057
903.5,99.47806
904.0,99.3802
904.5,99.35774
905.0,99.47438
905.5,99.42335
906.0,99.49653
906.5,99.38465
907.0,99.47121
907.5,99.45715
908.0,99.39891
908.5,99.48615
909.0,99.25558
909.5,99.32957
910.0,99.24902
910.5,99.21794
911.0,99.25294
911.5,99.20794
912.0,99.25814
912.5,99.1246
913.0,99.10107
913.5,99.01917
914.0,99.04957
914.5,99.06255
915.0,98.9193
915.5,98.90034
916.0,98.85643
916.5,98.8531
917.0,98.84338
917.5,98.778
918.0,98.7829
918.5,98.70562
919.0,98.70277
919.5,98.58238
920.0,98.5537
920.5,98.55891
921.0,98.49184
921.5,98.58657
922.0,98.54911
922.5,98.4842
923.0,98.47237
923.5,98.45596
924.0,98.47204
924.5,98.47021
925.0,98.34025
925.5,98.46993
926.0,98.43362
926.5,98.47821
927.0,98.41171
927.5,98.43671
928.0,98.47003
928.5,98.49259
929.0,98.53042
929.5,98.53057
930.0,98.56005
930.5,98.56386
931.0,98.57793
931.5,98.68051
932.0,98.66515
932.5,98.66186
933.0,98.79674
933.5,98.75736
934.0,98.82755
934.5,98.83769
935.0,98.87997
935.5,98.95751
936.0,98.93008
936.5,98.96442
937.0,99.01431
937.5,99.03556
938.0,99.11243
938.5,99.00961
939.0,99.11395
939.5,99.11382
940.0,99.10777
940.5,99.15681
941.0,99.11957
941.5,99.15903
942.0,99.09537
942.5,99.08338
943.0,99.08849
943.5,99.00188
944.0,99.02738
944.5,98.95676
945.0,98.95392
945.5,98.80932
946.0,98.77908
946.5,98.69711
947.0,98.61012
947.5,98.49226
948.0,98.37994
948.5,98.3378
949.0,98.13
949.5,98.01173
950.0,97.91098
