# 10 Jun 2021; convolved with Kurucz, unnormalized
# Wavelength(nm)  Flambda(ergs/cm^s/s/nm)
1015.21 994.8955
1015.97 993.7195
1016.72 992.7176
1017.48 991.8315
1018.23 990.9442
1018.98 990.0556
1019.74 989.1657
1020.49 988.2744
1021.25 987.3819
1022.00 986.7763
1022.75 986.2264
1023.51 985.6755
1024.26 985.1236
1025.02 984.5708
1025.77 984.017
1026.52 983.4269
1027.28 982.0867
1028.03 980.7449
1028.79 979.4014
1029.54 978.0562
1030.29 976.7092
1031.05 975.3605
1031.80 974.0117
1032.56 972.6666
1033.31 971.3198
1034.06 969.9713
1034.82 968.6211
1035.57 967.2692
1036.33 965.9156
1037.08 964.6849
1037.83 963.676
1038.59 962.6658
1039.34 961.6542
1040.10 960.6413
1040.85 959.6269
1041.60 958.6112
1042.36 957.6497
1043.11 956.752
1043.87 955.853
1044.62 954.9527
1045.37 954.0511
1046.13 953.1483
1046.88 952.2442
1047.64 951.3711
1048.39 950.5257
1049.14 949.6792
1049.90 948.8314
1050.65 947.9738
1051.41 947.1136
1052.16 946.2522
1052.91 945.0477
1053.67 943.5755
1054.42 942.1015
1055.18 940.6258
1055.93 939.1484
1056.68 937.6693
1057.44 936.1884
1058.19 934.6785
1058.95 933.1454
1059.70 931.6105
1060.45 930.0738
1061.21 928.5354
1061.96 926.9952
1062.72 925.4532
1063.47 923.8265
1064.22 922.1245
1064.98 920.4207
1065.73 918.7149
1066.49 917.0072
1067.24 915.2976
1067.99 913.5861
1068.75 912.0835
1069.50 910.8255
1070.26 909.5659
1071.01 908.3048
1071.76 907.0422
1072.52 905.7781
1073.27 904.5125
1074.03 903.2868
1074.78 902.1357
1075.53 900.9832
1076.29 899.8293
1077.04 898.674
1077.80 897.5172
1078.55 896.3591
1079.30 895.1411
1080.06 893.7114
1080.81 892.28
1081.57 890.8469
1082.32 889.4122
1083.07 887.9759
1083.83 886.5379
1084.58 885.094
1085.34 883.5521
1086.09 882.0085
1086.84 880.4632
1087.60 878.9161
1088.35 877.3673
1089.11 875.8168
1089.86 874.2645
1090.61 872.6736
1091.37 871.0733
1092.12 869.4712
1092.88 867.8673
1093.63 866.2616
1094.38 864.6542
1095.14 863.045
1095.89 862.3238
1096.65 862.2651
1097.40 862.206
1098.15 862.1465
1098.91 862.0867
1099.66 862.0264
1100.42 861.9559
1101.17 861.926
1101.92 862.0146
1102.68 862.1029
1103.43 862.191
1104.19 862.2788
1104.94 862.3664
1105.69 862.4538
1106.45 862.541
1107.20 861.8823
1107.96 861.2004
1108.71 860.5176
1109.46 859.834
1110.22 859.1494
1110.97 858.464
1111.73 857.7777
1112.48 856.8933
1113.23 855.8817
1113.99 854.869
1114.74 853.8551
1115.50 852.84
1116.25 851.8238
1117.00 850.8065
1117.76 849.766
1118.51 848.6417
1119.27 847.5161
1120.02 846.3892
1120.77 845.2611
1121.53 844.1318
1122.28 843.0012
1123.04 841.8694
1123.79 840.7854
1124.54 839.7137
1125.30 838.6409
1126.05 837.5669
1126.81 836.4917
1127.56 835.4153
1128.31 834.3377
1129.07 833.3309
1129.82 832.479
1130.58 831.626
1131.33 830.7721
1132.08 829.9172
1132.84 829.0612
1133.59 828.2043
1134.35 827.3464
1135.10 826.5326
1135.85 825.7293
1136.61 824.9252
1137.36 824.1201
1138.12 823.314
1138.87 822.507
1139.62 821.699
1140.38 821.0348
1141.13 820.7764
1141.89 820.5175
1142.64 820.2581
1143.39 819.9983
1144.15 819.7379
1144.90 819.477
1145.66 819.2156
1146.41 818.8459
1147.16 818.4239
1147.92 818.0013
1148.67 817.5781
1149.43 817.1543
1150.18 816.7279
1150.93 816.2946
1151.69 815.8199
1152.44 814.5751
1153.20 813.329
1153.95 812.0816
1154.70 810.833
1155.46 809.5832
1156.21 808.332
1156.97 807.0796
1157.72 805.8303
1158.47 804.5863
1159.23 803.341
1159.98 802.0944
1160.74 800.8466
1161.49 799.5976
1162.24 798.3473
1163.00 797.0957
1163.75 796.3323
1164.51 795.7856
1165.26 795.2383
1166.01 794.6902
1166.77 794.1415
1167.52 793.5921
1168.28 793.0419
1169.03 792.4911
1169.78 791.7371
1170.54 790.9737
1171.29 790.2095
1172.05 789.4445
1172.80 788.6786
1173.55 787.9118
1174.31 787.1442
1175.06 786.3161
1175.82 785.2297
1176.57 784.1422
1177.32 783.0537
1178.08 781.964
1178.83 780.8732
1179.59 779.7813
1180.34 778.6883
1181.09 777.6979
1181.85 776.8781
1182.60 776.0574
1183.36 775.2358
1184.11 774.4133
1184.86 773.59
1185.62 772.7657
1186.37 771.9406
1187.13 771.1747
1187.88 770.4623
1188.63 769.7491
1189.39 769.0351
1190.14 768.3203
1190.90 767.6047
1191.65 766.8883
1192.40 766.1711
1193.16 765.19
1193.91 764.0469
1194.67 762.9027
1195.42 761.7574
1196.17 760.611
1196.93 759.4634
1197.68 758.3147
1198.44 757.1648
1199.19 756.2763
1199.94 755.5049
1200.70 754.6987
1201.45 753.8889
1202.21 753.0784
1202.96 752.2672
1203.71 751.4553
1204.47 750.6426
1205.22 750.2155
1205.98 749.939
1206.73 749.6623
1207.48 749.3851
1208.24 749.1076
1208.99 748.8297
1209.75 748.5515
1210.50 748.2729
1211.25 748.2214
1212.01 748.2634
1212.76 748.3053
1213.52 748.3471
1214.27 748.3887
1215.02 748.4302
1215.78 748.4715
1216.53 748.5127
1217.29 748.1711
1218.04 747.63
1218.79 747.0883
1219.55 746.5462
1220.30 746.0034
1221.06 745.4602
1221.81 744.9164
1222.56 744.3721
1223.32 743.6794
1224.07 742.8735
1224.83 742.0668
1225.58 741.2595
1226.33 740.4514
1227.09 739.6426
1227.84 738.8331
1228.60 738.0229
1229.35 737.238
1230.10 736.4859
1230.86 735.7331
1231.61 734.9797
1232.37 734.2256
1233.12 733.4708
1233.87 732.7153
1234.63 731.9592
1235.38 731.1898
1236.14 730.3829
1236.89 729.5752
1237.64 728.7669
1238.40 727.9579
1239.15 727.1482
1239.91 726.3377
1240.66 725.5266
1241.41 724.7197
1242.17 724.0173
1242.92 723.3142
1243.68 722.6106
1244.43 721.9062
1245.18 721.2013
1245.94 720.4957
1246.69 719.7895
1247.45 719.0826
1248.20 718.3383
1248.95 717.5839
1249.71 716.8288
1250.46 716.0605
1251.22 715.2836
1251.97 714.5061
1252.72 713.728
1253.48 712.9493
1254.23 712.1466
1254.99 711.3192
1255.74 710.4911
1256.49 709.6624
1257.25 708.8331
1258.00 708.0031
1258.76 707.1725
1259.51 706.3413
1260.26 705.5259
1261.02 704.8026
1261.77 704.0787
1262.53 703.3543
1263.28 702.6293
1264.03 701.9037
1264.79 701.1775
1265.54 700.4508
1266.30 699.7235
1267.05 698.839
1267.80 697.9069
1268.56 696.9742
1269.31 696.0407
1270.07 695.1065
1270.82 694.1717
1271.57 693.2361
1272.33 692.2999
1273.08 691.0764
