# Grating efficiency for Richardson/Newport 53-*-138R 110.5 l/mm grating with
# 22° nominal blaze angle. Order m=4, unpolarized light
# (Similar grating is used in Keck+NIRES and Gemini+GNIRS)
# Synthesized from S-pol and P-pol lines on Newport grating specsheet at
# https://www.gratinglab.com/Products/Product_Tables/Efficiency/Efficiency.aspx?catalog=53-*-138R
Wavelength [um],Relative Efficiency [%]
1.837,68.45433631416804587
1.838,68.23008452030909154
1.839,67.99418388271307379
1.840,67.75828324511707024
1.841,67.52238260752113774
1.842,67.28648196992511998
1.843,67.05058133232911644
1.844,66.81468069473308447
1.845,66.57878005713718039
1.846,66.34287941954116263
1.847,66.10697878194515908
1.848,65.87107814434922659
1.849,65.63517750675320883
1.850,65.39927686915720528
1.851,65.16337623156127279
1.852,64.92747559396526924
1.853,64.69157495636925148
1.854,64.45567431877333320
1.855,64.21977368117731544
1.856,63.98387304358129768
1.857,63.74797240598528703
1.858,63.51207176838935453
1.859,63.27617113079335809
1.860,63.04027049319734033
1.861,62.80436985560141494
1.862,62.56846921800540429
1.863,62.33256858040938653
1.864,62.09666794281346824
1.865,61.86076730521745759
1.866,61.62486666762143273
1.867,61.38896603002541497
1.868,61.15306539242948247
1.869,60.91716475483348603
1.870,60.68126411723747538
1.871,60.44536347964155709
1.872,60.20946284204553933
1.873,59.97356220444951447
1.874,59.73766156685360329
1.875,59.50176092925758553
1.876,59.26586029166156777
1.877,59.02995965406555712
1.878,58.79405901646963173
1.879,58.55815837887362818
1.880,58.32225774127761753
1.881,58.08635710368168503
1.882,57.85045646608566727
1.883,57.61455582848965662
1.884,57.37865519089373834
1.885,57.14275455329772768
1.886,56.90685391570170282
1.887,56.67095327810578453
1.888,56.43505264050976677
1.889,56.19915200291375612
1.890,55.96325136531774547
1.891,55.72735072772182718
1.892,55.49145009012580232
1.893,55.25554945252979167
1.894,55.01964881493386628
1.895,54.78374817733785562
1.896,54.54784753974184497
1.897,54.31194690214591247
1.898,54.07604626454990182
1.899,53.84014562695389827
1.900,53.60424498935787341
1.901,53.36834435176195512
1.902,53.13244371416594447
1.903,52.89654307656992671
1.904,52.66064243897401553
1.905,52.42474180137799067
1.906,52.18884116378197291
1.907,51.95294052618605463
1.908,51.71703988859004397
1.909,51.48113925099402621
1.910,51.24523861339810082
1.911,51.00933797580209728
1.912,50.77343733820608662
1.913,50.53753670061006176
1.914,50.30163606301414347
1.915,50.06573542541812571
1.916,49.82983478782211506
1.917,49.59393415022618967
1.918,49.35803351263017902
1.919,49.12213287503417547
1.920,48.88623223743823587
1.921,48.65033159984222522
1.922,48.41443096224621456
1.923,48.17853032465020391
1.924,47.94262968705427852
1.925,47.70672904945826076
1.926,47.47082841186225721
1.927,47.23492777426632472
1.928,46.99902713667031406
1.929,46.76312649907430341
1.930,46.52722586147837802
1.931,46.29132522388237447
1.932,46.05542458628634961
1.933,45.81952394869034606
1.934,45.58362331109441357
1.935,45.34772267349840291
1.936,45.11182203590238515
1.937,44.87592139830645976
1.938,44.64002076071044911
1.939,44.40412012311444556
1.940,44.16821948551852017
1.941,43.93231884792250241
1.942,43.69641821032648465
1.943,43.46051757273055927
1.944,43.22461693513454861
1.945,42.98871629753853796
1.946,42.75281565994252730
1.947,42.51691502234660192
1.948,42.28101438475059126
1.949,42.04511374715457350
1.950,41.80921310955865522
1.951,41.57331247196263746
1.952,41.33741183436662681
1.953,41.10151119677070142
1.954,40.86561055917468366
1.955,40.62970992157867300
1.956,40.39380928398266235
1.957,40.15790864638673696
1.958,39.92200800879071920
1.959,39.68610737119470855
1.960,39.45020673359878316
1.961,39.21430609600277961
1.962,38.97840545840676185
1.963,38.74250482081084357
1.964,38.50660418321481870
1.965,38.27070354561881516
1.966,38.03480290802279740
1.967,37.79890227042687201
1.968,37.56300163283086135
1.969,37.32710099523484359
1.970,37.09120035763891821
1.971,36.85529972004290755
1.972,36.61939908244690400
1.973,36.38349844485097151
1.974,36.14759780725496086
1.975,35.91169716965895020
1.976,35.67579653206301771
1.977,35.43989589446701416
1.978,35.20497250127069577
1.979,34.97627498669056934
1.980,34.74757747211051395
1.981,34.51887995753038751
1.982,34.29018244295025397
1.983,34.06148492837021280
1.984,33.83278741379007926
1.985,33.60408989920994571
1.986,33.37539238462989744
1.987,33.14669487004977100
1.988,32.91799735546964456
1.989,32.68929984088950391
1.990,32.46060232630945563
1.991,32.23190481172932920
1.992,32.00320729714919565
1.993,31.77450978256914738
1.994,31.54581226798901383
1.995,31.31711475340888740
1.996,31.08841723882883556
1.997,30.85971972424870913
1.998,30.63102220966857203
1.999,30.40750548323337199
2.000,30.21333579926857027
2.001,30.01916611530362999
2.002,29.82499643133889577
2.003,29.63082674737395195
2.004,29.43665706340921773
2.005,29.24248737944427745
2.006,29.04831769547946863
2.007,28.85414801151452835
2.008,28.65997832754979413
2.009,28.46580864358485741
2.010,28.27163895962004858
2.011,28.07746927565517581
2.012,27.88329959169037053
2.013,27.68912990772543381
2.014,27.49496022376069959
2.015,27.30079053979574866
2.016,27.10662085583095404
2.017,26.91245117186601021
2.018,26.71828148790127244
2.019,26.52411180393632861
2.020,26.32994211997152689
2.021,26.13577243600665412
2.022,25.94160275204185240
2.023,25.74743306807690857
2.024,25.55326338411217435
2.025,25.35909370014723407
2.026,25.16492401618243235
2.027,24.97075433221748497
2.028,24.77658464825274720
2.029,24.58241496428781403
2.030,24.38824528032300520
2.031,24.19407559635812888
2.032,23.99990591239332716
2.033,23.80573622842838688
2.034,23.61156654446365266
2.035,23.41739686049870528
2.036,23.22322717653390711
2.037,23.02905749256896328
2.038,22.83488780860423617
2.039,22.64071812463928524
2.040,22.44654844067455102
2.041,22.25237875670961074
2.042,22.05820907274481257
2.043,21.86403938877986164
2.044,21.66986970481512742
2.045,21.47570002085019070
2.046,21.28153033688538542
2.047,21.08736065292043804
2.048,20.89319096895570382
2.049,20.69902128499076355
2.050,20.50485160102603288
2.051,20.31068191706108550
2.052,20.11651223309628733
2.053,19.92234254913134350
2.054,19.72817286516661284
2.055,19.53400318120166546
2.056,19.33983349723686729
2.057,19.14566381327191635
2.058,18.95149412930718569
2.059,18.75732444534224186
2.060,18.56315476137751119
2.061,18.36898507741257092
2.062,18.17481539344776209
2.063,17.98064570948281826
2.064,17.78647602551808760
2.065,17.59230634155314732
2.066,17.39813665758833849
2.067,17.20396697362339822
2.068,17.00979728965866755
2.069,16.81562760569372372
2.070,16.62145792172898950
2.071,16.42728823776404568
2.072,16.23311855379924395
2.073,16.03894886983430013
2.074,15.84477918586956768
2.075,15.65060950190462208
2.076,15.45643981793982036
2.077,15.26227013397494758
2.078,15.06810045001014053
2.079,14.87393076604519493
2.080,14.67976108208046782
2.081,14.48559139811552399
2.082,14.29142171415072049
2.083,14.09725203018577844
2.084,13.90308234622104600
2.085,13.70891266225610039
2.086,13.51474297829129512
2.087,13.32057329432642412
2.088,13.12640361036162240
2.089,12.93223392639667679
2.090,12.73806424243194613
2.091,12.54389455846700052
2.092,12.34972487450220058
2.093,12.15555519053725320
2.094,11.96138550657252253
2.095,11.76721582260757692
2.096,11.57304613864284448
2.097,11.37887645467790243
2.098,11.18470677071310071
2.099,10.98986258154540430
2.100,10.79025363258194403
2.101,10.59064468361826172
2.102,10.39103573465472508
2.103,10.19142678569104277
2.104,9.99181783672758250
2.105,9.79220888776390019
2.106,9.59259993880043638
2.107,9.39299098983675584
2.108,9.19338204087321920
2.109,8.99377309190953866
2.110,8.79416414294607485
2.111,8.59455519398239431
2.112,8.39494624501885767
2.113,8.19533729605517536
2.114,7.99572834709171332
2.115,7.79611939812803190
2.116,7.59651044916456897
2.117,7.39690150020088932
2.118,7.19729255123735268
2.119,6.99768360227367126
2.120,6.79807465331020833
2.121,6.59846570434652602
2.122,6.39885675538299115
2.123,6.19924780641930973
2.124,5.99963885745584680
2.125,5.80002990849216538
2.126,5.60042095952870245
2.127,5.40081201056502103
2.128,5.20120306160148438
2.129,5.00159411263780385
2.130,4.80198516367434092
2.131,4.60237621471066038
2.132,4.40276726574712374
2.133,4.20315831678351515
2.134,4.00354936781997939
2.135,3.80394041885629841
2.136,3.60433146989283504
2.137,3.40472252092915451
2.138,3.20511357196561786
2.139,3.00550462300193644
2.140,2.80589567403847306
2.141,2.60628672507479209
2.142,2.40667777611125677
2.143,2.20706882714764863
2.144,2.00745987818411198
2.145,1.80785092922043100
2.146,1.60824198025696719
2.147,1.40863303129328621
2.148,1.20902408232975089
2.149,1.00941513336606947
2.150,0.80980618440260632
2.151,0.61019723543892535
2.152,0.41058828647538959
2.153,0.21097933751178052
2.154,0.05778723688549409
2.155,0.00000000000000000
2.156,0.00000000000000000
2.157,0.00000000000000000
2.158,0.00000000000000000
2.159,0.00000000000000000
2.160,0.00000000000000000
2.161,0.00000000000000000
2.162,0.00000000000000000
2.163,0.00000000000000000
2.164,0.00000000000000000
2.165,0.00000000000000000
2.166,0.00000000000000000
2.167,0.00000000000000000
2.168,0.00000000000000000
2.169,0.00000000000000000
2.170,0.00000000000000000
2.171,0.00000000000000000
2.172,0.00000000000000000
2.173,0.00000000000000000
2.174,0.00000000000000000
2.175,0.00000000000000000
2.176,0.00000000000000000
2.177,0.00000000000000000
2.178,0.00000000000000000
2.179,0.00000000000000000
2.180,0.00000000000000000
2.181,0.00000000000000000
2.182,0.00000000000000000
2.183,0.00000000000000000
2.184,0.00000000000000000
2.185,0.00000000000000000
2.186,0.00000000000000000
2.187,0.00000000000000000
2.188,0.00000000000000000
2.189,0.00000000000000000
2.190,0.00000000000000000
2.191,0.00000000000000000
2.192,0.00000000000000000
2.193,0.00000000000000000
2.194,0.00000000000000000
2.195,0.00000000000000000
2.196,0.00000000000000000
2.197,0.00000000000000000
2.198,0.00000000000000000
2.199,0.00000000000000000
2.200,0.00000000000000000
