# ThorLabs 400nm longpass cutoff filter
#Wavelength [nm], Transmission[%]
2001,96.784906
2002,96.801886
2003,96.803415
2004,96.801649
2005,96.798443
2006,96.794426
2007,96.806552
2008,96.833729
2009,96.849628
2010,96.827106
2011,96.80887
2012,96.800496
2013,96.788968
2014,96.796158
2015,96.794934
2016,96.77912
2017,96.756172
2018,96.73651
2019,96.75093
2020,96.76224
2021,96.743381
2022,96.725299
2023,96.716349
2024,96.696906
2025,96.675628
2026,96.652557
2027,96.613939
2028,96.580084
2029,96.561
2030,96.558957
2031,96.541056
2032,96.52137
2033,96.481897
2034,96.441455
2035,96.421085
2036,96.411451
2037,96.39548
2038,96.37097
2039,96.333307
2040,96.310881
2041,96.283959
2042,96.248802
2043,96.18759
2044,96.167321
2045,96.160793
2046,96.139942
2047,96.121754
2048,96.074723
2049,96.057605
2050,96.048098
2051,96.032731
2052,95.996557
2053,95.962923
2054,95.953193
2055,95.928022
2056,95.894793
2057,95.90553
2058,95.896241
2059,95.857876
2060,95.818334
2061,95.795503
2062,95.78415
2063,95.791924
2064,95.779694
2065,95.765313
2066,95.756479
2067,95.734912
2068,95.726428
2069,95.721117
2070,95.718366
2071,95.697359
2072,95.675087
2073,95.676283
2074,95.664406
2075,95.669348
2076,95.681746
2077,95.670272
2078,95.652796
2079,95.670302
2080,95.667906
2081,95.678373
2082,95.666757
2083,95.679073
2084,95.664478
2085,95.687187
2086,95.69987
2087,95.709198
2088,95.730627
2089,95.728504
2090,95.72185
2091,95.74962
2092,95.767657
2093,95.777767
2094,95.774289
2095,95.807396
2096,95.834201
2097,95.825655
2098,95.824671
2099,95.827412
2100,95.837239
2101,95.875808
2102,95.903596
2103,95.903546
2104,95.906255
2105,95.949656
2106,95.979124
2107,95.970783
2108,95.956894
2109,95.978181
2110,95.995161
2111,96.003551
2112,96.008611
2113,96.007861
2114,96.032191
2115,96.033549
2116,96.038029
2117,96.01039
2118,96.018316
2119,96.007233
2120,96.000274
2121,95.978229
2122,95.979557
2123,95.961126
2124,95.965048
2125,95.938337
2126,95.927021
2127,95.915304
2128,95.906711
2129,95.886131
2130,95.830926
2131,95.776502
2132,95.748951
2133,95.704909
2134,95.666705
2135,95.6051
2136,95.553717
2137,95.526564
2138,95.458921
2139,95.401772
2140,95.360164
2141,95.27019
2142,95.18866
2143,95.11075
2144,95.0731
2145,94.96198
2146,94.88447
2147,94.793716
2148,94.708405
2149,94.578763
2150,94.451512
2151,94.347419
2152,94.262106
2153,94.155071
2154,94.020714
2155,93.917067
2156,93.80299
2157,93.649891
2158,93.501275
2159,93.336484
2160,93.187171
2161,93.072104
2162,92.940503
2163,92.761197
2164,92.62612
2165,92.476602
2166,92.321005
2167,92.149146
2168,91.973439
2169,91.82901
2170,91.661624
2171,91.493089
2172,91.319133
2173,91.156481
2174,90.975396
2175,90.796604
2176,90.596523
2177,90.43619
2178,90.238733
2179,90.032061
2180,89.853759
2181,89.666038
2182,89.439159
2183,89.207949
2184,89.038056
2185,88.830512
2186,88.620237
2187,88.378437
2188,88.213561
2189,87.987826
2190,87.760316
2191,87.526534
2192,87.350826
2193,87.159433
2194,87.295535
2195,87.233185
2196,87.035187
2197,86.775561
2198,86.537942
2199,86.260615
2200,85.980188
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
