1100.0	5.882E-04	
1099.5	5.973E-04	
1099.0	5.749E-04	
1098.5	5.792E-04	
1098.0	5.950E-04	
1097.5	6.014E-04	
1097.0	5.744E-04	
1096.5	5.826E-04	
1096.0	5.956E-04	
1095.5	5.863E-04	
1095.0	5.936E-04	
1094.5	5.890E-04	
1094.0	5.732E-04	
1093.5	5.711E-04	
1093.0	6.078E-04	
1092.5	5.793E-04	
1092.0	5.730E-04	
1091.5	5.917E-04	
1091.0	5.800E-04	
1090.5	5.741E-04	
1090.0	5.681E-04	
1089.5	5.994E-04	
1089.0	5.819E-04	
1088.5	5.691E-04	
1088.0	5.928E-04	
1087.5	5.952E-04	
1087.0	5.917E-04	
1086.5	5.890E-04	
1086.0	5.988E-04	
1085.5	5.837E-04	
1085.0	5.566E-04	
1084.5	5.894E-04	
1084.0	5.817E-04	
1083.5	5.793E-04	
1083.0	5.702E-04	
1082.5	5.865E-04	
1082.0	5.991E-04	
1081.5	5.765E-04	
1081.0	5.848E-04	
1080.5	5.854E-04	
1080.0	5.798E-04	
1079.5	5.904E-04	
1079.0	5.647E-04	
1078.5	5.864E-04	
1078.0	5.936E-04	
1077.5	5.764E-04	
1077.0	5.739E-04	
1076.5	6.019E-04	
1076.0	6.027E-04	
1075.5	5.764E-04	
1075.0	5.671E-04	
1074.5	6.007E-04	
1074.0	6.074E-04	
1073.5	5.888E-04	
1073.0	5.756E-04	
1072.5	5.726E-04	
1072.0	5.981E-04	
1071.5	6.033E-04	
1071.0	5.758E-04	
1070.5	6.091E-04	
1070.0	6.012E-04	
1069.5	5.677E-04	
1069.0	5.832E-04	
1068.5	6.134E-04	
1068.0	5.780E-04	
1067.5	5.910E-04	
1067.0	6.186E-04	
1066.5	6.025E-04	
1066.0	5.685E-04	
1065.5	5.966E-04	
1065.0	6.139E-04	
1064.5	5.990E-04	
1064.0	5.655E-04	
1063.5	5.980E-04	
1063.0	5.930E-04	
1062.5	5.959E-04	
1062.0	5.800E-04	
1061.5	6.032E-04	
1061.0	5.791E-04	
1060.5	5.759E-04	
1060.0	5.898E-04	
1059.5	6.026E-04	
1059.0	5.943E-04	
1058.5	5.803E-04	
1058.0	5.948E-04	
1057.5	5.999E-04	
1057.0	6.004E-04	
1056.5	5.659E-04	
1056.0	6.146E-04	
1055.5	5.976E-04	
1055.0	5.848E-04	
1054.5	6.141E-04	
1054.0	6.114E-04	
1053.5	6.073E-04	
1053.0	5.768E-04	
1052.5	6.061E-04	
1052.0	5.796E-04	
1051.5	5.902E-04	
1051.0	6.100E-04	
1050.5	5.942E-04	
1050.0	5.711E-04	
1049.5	6.047E-04	
1049.0	6.213E-04	
1048.5	5.963E-04	
1048.0	5.898E-04	
1047.5	6.020E-04	
1047.0	6.182E-04	
1046.5	5.790E-04	
1046.0	5.782E-04	
1045.5	6.167E-04	
1045.0	5.959E-04	
1044.5	5.854E-04	
1044.0	6.060E-04	
1043.5	5.717E-04	
1043.0	6.202E-04	
1042.5	5.962E-04	
1042.0	6.033E-04	
1041.5	6.014E-04	
1041.0	6.239E-04	
1040.5	5.938E-04	
1040.0	5.850E-04	
1039.5	6.031E-04	
1039.0	6.070E-04	
1038.5	5.829E-04	
1038.0	5.925E-04	
1037.5	5.984E-04	
1037.0	6.164E-04	
1036.5	5.852E-04	
1036.0	5.818E-04	
1035.5	6.071E-04	
1035.0	6.095E-04	
1034.5	5.946E-04	
