ILDIALCT,ilab_v1,FITS/CSV file dialect
497.000,1.000000e-10,6.948500e-07
498.000,1.000000e-10,4.861100e-07
499.000,1.000000e-10,3.126700e-07
500.000,1.036000e-08,1.899200e-07
501.000,1.952900e-07,1.202600e-07
502.000,7.691000e-08,9.702000e-08
503.000,1.000000e-10,1.095600e-07
504.000,3.456300e-07,1.476600e-07
505.000,1.000000e-10,2.031400e-07
506.000,1.000000e-10,2.689200e-07
507.000,3.413000e-08,3.371600e-07
508.000,3.050900e-07,3.991000e-07
509.000,1.029220e-06,4.454000e-07
510.000,1.000000e-10,4.694500e-07
511.000,1.000000e-10,4.710700e-07
512.000,3.633500e-07,4.584900e-07
513.000,1.000000e-10,4.471800e-07
514.000,1.000000e-10,4.558700e-07
515.000,1.705500e-07,5.019500e-07
516.000,6.794500e-07,5.954100e-07
517.000,1.000000e-10,7.358200e-07
518.000,1.000000e-10,9.122100e-07
519.000,1.000000e-10,1.105180e-06
520.000,1.000000e-10,1.291420e-06
521.000,1.000000e-10,1.446790e-06
522.000,8.000000e-11,1.550470e-06
523.000,1.900000e-06,1.587630e-06
524.000,1.674080e-06,1.552590e-06
525.000,1.126840e-06,1.450220e-06
526.000,1.450540e-06,1.297040e-06
527.000,1.690280e-06,1.120380e-06
528.000,2.228400e-07,9.545600e-07
529.000,1.000000e-10,8.344000e-07
530.000,1.000000e-10,7.871600e-07
531.000,1.000000e-10,8.250100e-07
532.000,8.709200e-07,9.405700e-07
533.000,5.602300e-07,1.107940e-06
534.000,2.009340e-06,1.288730e-06
535.000,1.000000e-10,1.441890e-06
536.000,2.270340e-06,1.534420e-06
537.000,1.111640e-06,1.548360e-06
538.000,1.000000e-10,1.484590e-06
539.000,1.559480e-06,1.360130e-06
540.000,8.104600e-07,1.202140e-06
541.000,1.000000e-10,1.040640e-06
542.000,1.000000e-10,9.024400e-07
543.000,1.000000e-10,8.077600e-07
544.000,1.000000e-10,7.677600e-07
545.000,7.423800e-07,7.825400e-07
546.000,1.000000e-10,8.415100e-07
547.000,6.060800e-07,9.239100e-07
548.000,1.000000e-10,1.002550e-06
549.000,1.238040e-06,1.048790e-06
550.000,2.371630e-06,1.040770e-06
551.000,1.220150e-06,9.709500e-07
552.000,5.317300e-07,8.487400e-07
553.000,3.758000e-08,6.984500e-07
554.000,1.000000e-10,5.517000e-07
555.000,1.000000e-10,4.387400e-07
556.000,1.000000e-10,3.798000e-07
557.000,4.464100e-07,3.799500e-07
558.000,1.000000e-10,4.307300e-07
559.000,1.000000e-10,5.140000e-07
560.000,7.080800e-07,6.108400e-07
561.000,4.283100e-07,7.068500e-07
562.000,1.628760e-06,7.954300e-07
563.000,9.413700e-07,8.766500e-07
564.000,1.000000e-10,9.538900e-07
565.000,4.032400e-07,1.029380e-06
566.000,1.000000e-10,1.100500e-06
567.000,1.632840e-06,1.159650e-06
568.000,1.713550e-06,1.195930e-06
