ILDIALCT,ilab_v1,FITS/CSV file dialect
887.000,1.917757e-05,2.613752e-05
888.000,4.406343e-05,2.857949e-05
889.000,1.614161e-05,3.085753e-05
890.000,5.720850e-05,3.285027e-05
891.000,1.514121e-05,3.447412e-05
892.000,2.574683e-05,3.570608e-05
893.000,6.490644e-05,3.660350e-05
894.000,2.926202e-05,3.731377e-05
895.000,5.282707e-05,3.811374e-05
896.000,3.083806e-05,3.927791e-05
897.000,2.186562e-05,4.095754e-05
898.000,3.078265e-05,4.306918e-05
899.000,5.082564e-05,4.517199e-05
900.000,1.000000e-10,4.659355e-05
901.000,6.546052e-05,4.667451e-05
902.000,5.452913e-05,4.502114e-05
903.000,1.000000e-10,4.170899e-05
904.000,3.510671e-05,3.735592e-05
905.000,1.344346e-05,3.298769e-05
906.000,1.351630e-06,2.970381e-05
907.000,3.637683e-05,2.832943e-05
908.000,2.314978e-05,2.910459e-05
909.000,5.004820e-05,3.161303e-05
910.000,2.872125e-05,3.491700e-05
911.000,2.933120e-06,3.781798e-05
912.000,8.760612e-05,3.934163e-05
913.000,7.897819e-05,3.905371e-05
914.000,3.207354e-05,3.722480e-05
915.000,9.984560e-06,3.473120e-05
916.000,1.800405e-05,3.271384e-05
917.000,1.027908e-05,3.212743e-05
918.000,1.660776e-05,3.337332e-05
919.000,3.529237e-05,3.617032e-05
920.000,8.550999e-05,3.967025e-05
921.000,1.000000e-10,4.282205e-05
922.000,3.906007e-05,4.476727e-05
923.000,2.644295e-05,4.513920e-05
924.000,5.858353e-05,4.412708e-05
925.000,3.715835e-05,4.227534e-05
926.000,2.890664e-05,4.020150e-05
927.000,1.000000e-10,3.829231e-05
928.000,2.875558e-05,3.658399e-05
929.000,1.000000e-10,3.489114e-05
930.000,5.370088e-05,3.295320e-05
931.000,5.128412e-05,3.072005e-05
932.000,9.780500e-06,2.846710e-05
933.000,1.606043e-05,2.675438e-05
934.000,9.599190e-06,2.622148e-05
935.000,2.145604e-05,2.736932e-05
936.000,2.830734e-05,3.029739e-05
937.000,4.936542e-05,3.467706e-05
938.000,1.000000e-10,3.974720e-05
939.000,4.916544e-05,4.449764e-05
940.000,4.014492e-05,4.793571e-05
941.000,4.446091e-05,4.932941e-05
942.000,1.000000e-10,4.835795e-05
943.000,8.656021e-05,4.518228e-05
944.000,1.394354e-05,4.040783e-05
945.000,7.131850e-06,3.493492e-05
946.000,2.306787e-05,2.975638e-05
947.000,3.335635e-05,2.573648e-05
948.000,3.491410e-06,2.344571e-05
949.000,4.741437e-05,2.306034e-05
950.000,5.702500e-06,2.440238e-05
951.000,2.240806e-05,2.702152e-05
952.000,4.807788e-05,3.032450e-05
953.000,3.615949e-05,3.373263e-05
954.000,4.160654e-05,3.674923e-05
955.000,3.210624e-05,3.903280e-05
956.000,4.667979e-05,4.042266e-05
957.000,1.000000e-10,4.093020e-05
958.000,1.000000e-10,4.074237e-05
959.000,3.954470e-05,4.011481e-05
960.000,4.145174e-05,3.935018e-05
961.000,2.835527e-05,3.860741e-05
962.000,2.588262e-05,3.790721e-05
963.000,1.000000e-10,3.711961e-05
964.000,4.571723e-05,3.603778e-05
965.000,6.024937e-05,3.449141e-05
966.000,1.660895e-05,3.249127e-05
967.000,3.600578e-05,3.020963e-05
968.000,1.435570e-05,2.795646e-05
969.000,1.444248e-05,2.606028e-05
970.000,2.260513e-05,2.474096e-05
971.000,9.928070e-06,2.405781e-05
972.000,6.960400e-05,2.393957e-05
973.000,9.553750e-06,2.426577e-05
974.000,3.059900e-05,2.492296e-05
975.000,6.869690e-06,2.582402e-05
976.000,1.986062e-05,2.687261e-05
977.000,3.417789e-05,2.791760e-05
978.000,3.444855e-05,2.870109e-05
979.000,3.631558e-05,2.894135e-05
980.000,3.258818e-05,2.847147e-05
981.000,3.424705e-05,2.732579e-05
982.000,2.378007e-05,2.578794e-05
983.000,1.015892e-05,2.427827e-05
984.000,2.025156e-05,2.328353e-05
985.000,1.133077e-05,2.310899e-05
986.000,1.000000e-10,2.377756e-05
987.000,3.598230e-05,2.506779e-05
988.000,3.933676e-05,2.658140e-05
989.000,2.731474e-05,2.798140e-05
990.000,1.443026e-05,2.903910e-05
991.000,4.934401e-05,2.971572e-05
992.000,3.713103e-05,3.014058e-05
993.000,5.055500e-07,3.043875e-05
994.000,2.217284e-05,3.068975e-05
995.000,1.000000e-10,3.086063e-05
996.000,6.619550e-05,3.084912e-05
997.000,3.861640e-06,3.058866e-05
998.000,1.000000e-10,3.014498e-05
999.000,4.644396e-05,2.973574e-05
1000.000,1.516377e-05,2.965090e-05
1001.000,3.705377e-05,3.011919e-05
1002.000,7.333440e-06,3.120363e-05
1003.000,3.100442e-05,3.270633e-05
1004.000,6.824610e-05,3.419963e-05
1005.000,5.318880e-06,3.515128e-05
1006.000,7.470672e-05,3.512309e-05
1007.000,2.292071e-05,3.392699e-05
1008.000,2.520958e-05,3.173081e-05
1009.000,3.447761e-05,2.895898e-05
1010.000,2.292625e-05,2.620550e-05
1011.000,8.507250e-06,2.408045e-05
1012.000,5.743720e-06,2.305836e-05
1013.000,3.683263e-05,2.338480e-05
1014.000,6.126795e-05,2.504586e-05
1015.000,2.289000e-07,2.780518e-05
1016.000,1.163485e-05,3.127703e-05
1017.000,3.585248e-05,3.497068e-05
1018.000,6.783075e-05,3.842095e-05
1019.000,5.313625e-05,4.122162e-05
1020.000,1.000000e-10,4.315204e-05
1021.000,2.707744e-05,4.414978e-05
1022.000,6.445124e-05,4.425689e-05
1023.000,2.625453e-05,4.361224e-05
1024.000,3.280253e-05,4.231417e-05
1025.000,4.612872e-05,4.042877e-05
1026.000,6.146915e-05,3.801923e-05
1027.000,2.007814e-05,3.521676e-05
1028.000,4.168102e-05,3.226006e-05
1029.000,1.593846e-05,2.951936e-05
1030.000,1.976505e-05,2.748412e-05
1031.000,2.098760e-05,2.661727e-05
1032.000,4.090482e-05,2.716490e-05
1033.000,1.007481e-05,2.908906e-05
1034.000,4.435145e-05,3.204641e-05
1035.000,2.610790e-05,3.540113e-05
1036.000,4.425300e-05,3.839859e-05
1037.000,4.875442e-05,4.036515e-05
1038.000,6.180203e-05,4.088909e-05
1039.000,4.709844e-05,3.995770e-05
1040.000,1.507241e-05,3.789697e-05
1041.000,3.362508e-05,3.526950e-05
1042.000,3.666357e-05,3.267700e-05
1043.000,3.970830e-06,3.055986e-05
1044.000,2.450607e-05,2.907895e-05
1045.000,5.075660e-05,2.816034e-05
1046.000,4.495329e-05,2.756887e-05
1047.000,1.052160e-06,2.706929e-05
1048.000,4.240896e-05,2.652071e-05
1049.000,1.461015e-05,2.590899e-05
1050.000,1.719887e-05,2.526080e-05
1051.000,2.828323e-05,2.464298e-05
1052.000,1.000000e-10,2.405025e-05
1053.000,2.764609e-05,2.340731e-05
1054.000,2.498176e-05,2.267622e-05
1055.000,1.491265e-05,2.188803e-05
1056.000,2.692619e-05,2.117027e-05
1057.000,1.707930e-05,2.073985e-05
1058.000,1.835716e-05,2.080247e-05
1059.000,1.754377e-05,2.148555e-05
1060.000,1.723108e-05,2.271205e-05
1061.000,2.417769e-05,2.425720e-05
1062.000,1.000000e-10,2.578726e-05
1063.000,4.875287e-05,2.697315e-05
1064.000,2.670030e-06,2.758680e-05
1065.000,2.143024e-05,2.765203e-05
1066.000,6.704648e-05,2.737581e-05
1067.000,2.971780e-06,2.708241e-05
1068.000,2.094582e-05,2.707600e-05
1069.000,2.143650e-05,2.748023e-05
1070.000,5.211470e-06,2.818057e-05
1071.000,6.222561e-05,2.890338e-05
1072.000,3.336511e-05,2.929761e-05
1073.000,5.229453e-05,2.910409e-05
1074.000,6.733690e-06,2.830850e-05
1075.000,1.000000e-10,2.716732e-05
1076.000,2.033132e-05,2.613066e-05
1077.000,4.744666e-05,2.568481e-05
1078.000,2.051344e-05,2.615698e-05
1079.000,1.000000e-10,2.757402e-05
1080.000,1.565469e-05,2.962551e-05
1081.000,2.066934e-05,3.170870e-05
1082.000,6.490167e-05,3.319068e-05
1083.000,7.245571e-05,3.359254e-05
1084.000,6.216700e-06,3.272282e-05
1085.000,1.000000e-10,3.078723e-05
1086.000,3.809883e-05,2.825143e-05
1087.000,1.666440e-06,2.568212e-05
1088.000,1.000000e-10,2.361456e-05
1089.000,3.174025e-05,2.239356e-05
1090.000,3.156994e-05,2.221714e-05
1091.000,3.065701e-05,2.314206e-05
1092.000,1.996070e-05,2.517938e-05
1093.000,1.527219e-05,2.830657e-05
1094.000,3.588686e-05,3.241107e-05
1095.000,1.835929e-05,3.721963e-05
1096.000,6.807435e-05,4.225227e-05
1097.000,5.897572e-05,4.683511e-05
1098.000,3.953815e-05,5.027940e-05
1099.000,6.449329e-05,5.204731e-05
1100.000,1.000000e-10,5.191104e-05
1101.000,5.256157e-05,5.003203e-05
1102.000,4.968269e-05,4.692382e-05
1103.000,2.626941e-05,4.333288e-05
1104.000,2.962626e-05,3.999276e-05
1105.000,3.380558e-05,3.748278e-05
1106.000,3.262860e-05,3.610693e-05
1107.000,5.386150e-05,3.584888e-05
1108.000,1.939336e-05,3.646180e-05
1109.000,3.407351e-05,3.756216e-05
1110.000,6.356156e-05,3.871819e-05
1111.000,2.078838e-05,3.954962e-05
1112.000,5.007156e-05,3.976623e-05
1113.000,4.711939e-05,3.919285e-05
1114.000,1.386383e-05,3.775625e-05
1115.000,5.552709e-05,3.548820e-05
1116.000,2.702567e-05,3.261050e-05
1117.000,3.632395e-05,2.948809e-05
1118.000,2.257400e-05,2.660243e-05
1119.000,1.319528e-05,2.444487e-05
1120.000,2.789612e-05,2.336120e-05
1121.000,1.473680e-06,2.343206e-05
1122.000,8.490960e-06,2.442424e-05
1123.000,5.385440e-05,2.582692e-05
1124.000,5.512629e-05,2.701438e-05
1125.000,1.444641e-05,2.742960e-05
1126.000,2.356644e-05,2.681275e-05
1127.000,1.906908e-05,2.526810e-05
1128.000,4.332221e-05,2.324369e-05
1129.000,3.782290e-06,2.139169e-05
1130.000,1.787654e-05,2.041867e-05
1131.000,1.288336e-05,2.082187e-05
1132.000,1.956134e-05,2.280622e-05
1133.000,1.000000e-10,2.620268e-05
1134.000,3.865167e-05,3.051548e-05
1135.000,2.732959e-05,3.505367e-05
1136.000,1.000000e-10,3.910072e-05
1137.000,6.362426e-05,4.210871e-05
1138.000,5.391889e-05,4.378715e-05
1139.000,2.821831e-05,4.417320e-05
1140.000,4.823301e-05,4.356288e-05
1141.000,1.999792e-05,4.241467e-05
1142.000,7.097287e-05,4.118940e-05
1143.000,8.091490e-06,4.024362e-05
1144.000,5.181734e-05,3.978474e-05
1145.000,4.917797e-05,3.989566e-05
1146.000,2.633109e-05,4.048153e-05
1147.000,4.924464e-05,4.137241e-05
1148.000,3.725697e-05,4.229321e-05
1149.000,4.545147e-05,4.289823e-05
1150.000,3.860709e-05,4.284105e-05
1151.000,4.658660e-05,4.187210e-05
1152.000,4.207863e-05,3.993024e-05
1153.000,7.097965e-05,3.727930e-05
1154.000,1.612767e-05,3.447469e-05
1155.000,3.295520e-06,3.225331e-05
1156.000,3.760985e-05,3.131883e-05
1157.000,1.000000e-10,3.211729e-05
1158.000,1.415256e-05,3.464043e-05
1159.000,6.452934e-05,3.846504e-05
1160.000,3.821823e-05,4.276680e-05
1161.000,6.011160e-05,4.664897e-05
1162.000,6.588204e-05,4.931049e-05
1163.000,4.598667e-05,5.024196e-05
1164.000,3.806321e-05,4.930532e-05
1165.000,5.508648e-05,4.668330e-05
1166.000,2.811486e-05,4.283658e-05
1167.000,5.225573e-05,3.838251e-05
1168.000,3.504178e-05,3.399994e-05
1169.000,1.849020e-05,3.032624e-05
1170.000,2.215678e-05,2.785387e-05
1171.000,2.078370e-05,2.680297e-05
1172.000,2.032920e-06,2.707592e-05
1173.000,5.003084e-05,2.830587e-05
1174.000,3.270510e-05,2.994385e-05
1175.000,5.443198e-05,3.145821e-05
1176.000,2.769482e-05,3.247681e-05
1177.000,1.000000e-10,3.285971e-05
1178.000,3.446315e-05,3.268036e-05
1179.000,1.161029e-05,3.213765e-05
1180.000,2.456871e-05,3.141652e-05
1181.000,4.460730e-05,3.068338e-05
1182.000,4.427389e-05,3.009978e-05
1183.000,4.582644e-05,2.985258e-05
1184.000,9.740240e-06,3.018926e-05
1185.000,1.658515e-05,3.129892e-05
1186.000,2.282117e-05,3.324384e-05
1187.000,3.783716e-05,3.585801e-05
1188.000,3.464077e-05,3.872538e-05
1189.000,8.582857e-05,4.127803e-05
1190.000,4.415685e-05,4.297846e-05
1191.000,4.026702e-05,4.348529e-05
1192.000,1.340730e-05,4.276061e-05
1193.000,5.180767e-05,4.103638e-05
1194.000,4.247084e-05,3.879570e-05
1195.000,4.990674e-05,3.657991e-05
1196.000,2.409736e-05,3.485654e-05
1197.000,1.336899e-05,3.392759e-05
1198.000,4.569129e-05,3.389584e-05
1199.000,2.242704e-05,3.464197e-05
1200.000,1.000000e-10,3.588544e-05
1201.000,5.177248e-05,3.724450e-05
1202.000,4.377189e-05,3.838650e-05
1203.000,5.421464e-05,3.908605e-05
1204.000,1.236704e-05,3.925127e-05
1205.000,3.619639e-05,3.893573e-05
1206.000,5.910570e-05,3.832435e-05
1207.000,1.381154e-05,3.765962e-05
1208.000,5.437106e-05,3.720579e-05
1209.000,4.698564e-05,3.719141e-05
1210.000,3.858116e-05,3.780821e-05
1211.000,6.295540e-06,3.913846e-05
1212.000,3.088961e-05,4.119832e-05
1213.000,6.495086e-05,4.394731e-05
1214.000,8.807948e-05,4.729596e-05
1215.000,4.038905e-05,5.113744e-05
1216.000,2.384423e-05,5.530199e-05
1217.000,5.357015e-05,5.954420e-05
1218.000,6.507513e-05,6.349082e-05
1219.000,9.537541e-05,6.661356e-05
1220.000,7.268790e-05,6.828356e-05
1221.000,6.899818e-05,6.785286e-05
1222.000,4.997029e-05,6.485376e-05
1223.000,5.000910e-05,5.914963e-05
1224.000,8.200940e-05,5.100614e-05
1225.000,5.055126e-05,4.114276e-05
