ILDIALCT,ilab_v1,FITS/CSV file dialect
803.000,5.441274e-05,4.288421e-05
804.000,3.769245e-05,4.459280e-05
805.000,1.000000e-10,4.355052e-05
806.000,6.551215e-05,4.014801e-05
807.000,1.651305e-05,3.523827e-05
808.000,1.000000e-10,2.991336e-05
809.000,1.657763e-05,2.525429e-05
810.000,1.000000e-10,2.208486e-05
811.000,1.002190e-05,2.077669e-05
812.000,2.532974e-05,2.124275e-05
813.000,2.414880e-05,2.304656e-05
814.000,1.000000e-10,2.560176e-05
815.000,5.231411e-05,2.833532e-05
816.000,1.506392e-05,3.085319e-05
817.000,2.087976e-05,3.296730e-05
818.000,3.639229e-05,3.459794e-05
819.000,4.103099e-05,3.571264e-05
820.000,3.213064e-05,3.629256e-05
821.000,5.574823e-05,3.629186e-05
822.000,3.923660e-05,3.574520e-05
823.000,1.534217e-05,3.480097e-05
824.000,4.176522e-05,3.368946e-05
825.000,3.063063e-05,3.272392e-05
826.000,2.144592e-05,3.216827e-05
827.000,2.155240e-05,3.215562e-05
828.000,6.025301e-05,3.263624e-05
829.000,2.316200e-05,3.337205e-05
830.000,2.239379e-05,3.401911e-05
831.000,4.766884e-05,3.424759e-05
832.000,3.789079e-05,3.385623e-05
833.000,2.622912e-05,3.282029e-05
834.000,5.299991e-05,3.134104e-05
835.000,1.504784e-05,2.977607e-05
836.000,1.426836e-05,2.853979e-05
837.000,2.922651e-05,2.794526e-05
838.000,1.683304e-05,2.815877e-05
839.000,4.616135e-05,2.909784e-05
840.000,1.000000e-10,3.048872e-05
841.000,2.082932e-05,3.197775e-05
842.000,4.529305e-05,3.319658e-05
843.000,3.455017e-05,3.388631e-05
844.000,1.000000e-10,3.397766e-05
845.000,3.386617e-05,3.353835e-05
846.000,3.670425e-05,3.273278e-05
847.000,2.388064e-05,3.176780e-05
848.000,2.816328e-05,3.083510e-05
849.000,1.910370e-05,3.009117e-05
850.000,5.179562e-05,2.968878e-05
851.000,2.273109e-05,2.979871e-05
852.000,4.415229e-05,3.057340e-05
853.000,1.537485e-05,3.212026e-05
854.000,1.155808e-05,3.439735e-05
855.000,5.349292e-05,3.717388e-05
856.000,5.206668e-05,4.004768e-05
857.000,2.409985e-05,4.249138e-05
858.000,8.473074e-05,4.398406e-05
859.000,3.671989e-05,4.420994e-05
860.000,2.708312e-05,4.311114e-05
861.000,4.643646e-05,4.092503e-05
862.000,4.246212e-05,3.808095e-05
863.000,2.607152e-05,3.507025e-05
864.000,3.147901e-05,3.230366e-05
865.000,1.614384e-05,3.001375e-05
