# 10 Jun 2021; convolved with Kurucz, unnormalized
# Wavelength(nm)  Flambda(ergs/cm^s/s/nm)
666.11 1836.979
666.87 1836.038
667.62 1835.094
668.37 1833.438
669.13 1831.769
669.88 1830.095
670.64 1828.416
671.39 1826.821
672.14 1825.294
672.90 1823.762
673.65 1822.225
674.41 1820.672
675.16 1818.995
675.91 1817.313
676.67 1815.625
677.42 1813.933
678.18 1811.898
678.93 1809.632
679.68 1807.361
680.44 1805.084
681.19 1802.817
681.95 1800.69
682.70 1798.558
683.45 1796.421
684.21 1794.277
684.96 1792.955
685.72 1792.265
686.47 1791.571
687.22 1790.874
687.98 1790.17
688.73 1789.116
689.49 1788.059
690.24 1786.998
690.99 1785.933
691.75 1784.367
692.50 1782.153
693.26 1779.934
694.01 1777.709
694.76 1775.479
695.52 1772.715
696.27 1769.843
697.03 1766.964
697.78 1764.079
698.53 1761.208
699.29 1758.403
700.04 1755.507
700.80 1751.165
701.55 1746.823
702.30 1743.6
703.06 1741.211
703.81 1738.822
704.57 1736.433
705.32 1734.046
706.07 1731.025
706.83 1727.937
707.58 1724.851
708.34 1721.765
709.09 1718.305
709.84 1713.467
710.60 1708.63
711.35 1703.795
712.11 1698.96
712.86 1693.787
713.61 1688.274
714.37 1682.763
715.12 1677.252
715.88 1671.743
716.63 1667.582
717.38 1663.849
718.14 1660.116
718.89 1656.384
719.65 1652.653
720.40 1651.788
721.15 1650.928
721.91 1650.068
722.66 1649.208
723.42 1648.041
724.17 1645.732
724.92 1643.423
725.68 1641.115
726.43 1638.808
727.19 1636.063
727.94 1632.666
728.69 1629.27
729.45 1625.875
730.20 1622.48
730.96 1619.833
731.71 1617.755
732.46 1615.678
733.22 1613.601
733.97 1611.524
734.73 1607.765
735.48 1603.318
736.23 1598.872
736.99 1594.427
737.74 1589.983
738.50 1585.557
739.25 1581.135
740.00 1576.714
740.76 1572.294
741.51 1567.875
742.27 1566.631
743.02 1565.666
743.77 1564.702
744.53 1563.737
745.28 1562.773
746.04 1561.549
746.79 1560.322
747.54 1559.096
748.30 1557.869
749.05 1556.618
749.81 1554.599
750.56 1550.615
751.31 1545.956
752.07 1541.305
752.82 1536.638
753.58 1531.549
754.33 1526.469
755.08 1521.397
755.84 1516.334
756.59 1511.257
757.35 1505.703
758.10 1500.16
758.85 1494.626
759.61 1489.103
760.36 1483.585
761.12 1477.65
761.87 1471.726
762.62 1465.815
763.38 1459.915
764.13 1454.027
764.89 1448.166
765.64 1442.318
766.39 1436.481
767.15 1430.656
767.90 1424.843
768.66 1419.813
769.41 1414.904
770.16 1410.003
770.92 1405.111
771.67 1400.227
772.43 1395.922
773.18 1391.797
773.93 1387.678
774.69 1383.565
775.44 1379.457
776.20 1375.321
776.95 1371.172
777.70 1367.028
778.46 1362.89
779.21 1358.758
779.97 1354.214
780.72 1349.213
